Source,Source port,Destination,Destination port,Protocol,Length,Info
10.42.0.49,61385.0,99.81.71.200,443.0,TCP,54,"61385 > 443 [ACK] Seq=105517 Ack=66569 Win=5702 Len=0.amazon.pool.ntp.org, cache flush 1798507995 TLSv1.2 Length: 123 Info: Application Data, cache flush 105.6"
10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question, cache flush 0.north-america.pool.ntp.org, cache flush Meross_S"
10.42.0.49,52432.0,10.42.0.13,50512.0,HTTP,135,"HTTP/1.1 200 OK (application/pairing+tlv8) 1.north-america.pool.ntp.org), cache flush 10.42.0.49 AAAA, cache flush fe80::4ae1:e9ff:fe6e:9f39 NSEC, cache flush MSS210-9f39._hap._tcp.local NSEC, cache flush Meross_Smart_Plug.local, cache flush 10"
10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question, cache flush 0.north-america.pool.ntp.org, cache flush 10."
10.42.0.13,51464.0,10.42.0.28,80.0,TCP,54,"51464 > 80 [FIN, ACK] Seq=515 Ack=1289 Win=65535 Len=0 [TCP PDU reassembled in 47481], ACK]601 Ack=167 Win=65535 Len=00],TCP PDU reassembled in 47408],62367 Len=00,TCP PDU reassembled"
10.42.0.49,61385.0,99.81.71.200,443.0,TLSv1.2,555,Application Data.north-america.pool.ntp.org.north-america.pool.ntp.org A 149.56.19.163 A 149.248.12.167 A 173.10.189.145195.200.192.104192.193.103.1
10.42.0.13,50583.0,10.42.0.49,52432.0,TCP,54,"50583 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0216 [TCP Retransmission]], Retransmission], cache flush 1346079265 TSecr=0 SACK_PERM1.110-91be104 Destination Port: 123.0 Protocol: NTP Length: 90"
10.42.0.49,52432.0,10.42.0.13,50550.0,HTTP,1096,"Continuationb353.0 Protocol: TCP Length: 54 Info: 52432 > 50550 [ACK] Seq=1781 Ack=497 Win=5344 Len=01047=1726 Win=5646 Len=0,r), cache flush 1947.50.19.117127.155.207"
10.42.0.13,50562.0,10.42.0.49,52432.0,TCP,54,50562 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0 163 221.139.200.41 Ack=1931 Win=5318 Len=0 19782.0187.39.109.187.201.110193-TCP
10.42.0.13,59478.0,10.42.0.49,52432.0,TCP,54,"59478 > 52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0216 [TCP Retransmission]], Retransmission], cache flush 163 Ack=221 Win=65535 Len=049119311.0831470202919 TSecr="
10.42.0.28,58273.0,52.212.130.239,443.0,TLSv1.2,123,Application Data80 > Application Data123.94.201.123 A 194.50.123.146 A 198.200.57.123 A 194.90.207.123
10.42.0.49,52432.0,10.42.0.13,62473.0,TCP,54,"52432 > 62473 [ACK] Seq=1781 Ack=497 Win=5344 Len=016260772154801 TSecr=0 SACK_PERM172691 Len=0, cache flush 10.42.0.49 Ack=1781 Win=5633 Len=0.TCP Retransmission]"
