Source,Source port,Destination,Destination port,Protocol,Length,Info
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.13,50779.0,10.42.0.28,80.0,TCP,54,"50779 > 80 [ACK] Seq=482 Ack=102 Win=65535 Len=01 [TCP Dup ACK 12467#1] 307.91.187.438 Destination Port: 123.0 Protocol: NTP Length: 90 Info: NTP Version 4, client] 10.42.0.49 Ack=167 Win=0 Len=00"
10.42.0.13,50597.0,10.42.0.49,52432.0,TCP,54,"50597 > 52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=01 Ack=163 Win=65535 Len=0264TCP Keep-Alive], 10.42.0.496 Ack=1781 Win=65535 Len=01.amazonaws.com62369 Len=06"
10.42.0.13,50502.0,10.42.0.49,52432.0,TCP,54,50502 > 52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0163TCP Retransmission] 491 Info: Continuation1726112605 TSecr=1649691994 TSecr=1219654795 TSecr=0 SACK_PERM169256800
10.42.0.49,52432.0,10.42.0.13,50578.0,TCP,54,52432 > 50578 [ACK] Seq=1781 Ack=497 Win=5344 Len=0172TCP Retransmission]172696 Len=01116=12405 10420156251279627491726411275=1726927477 TSecr=0 S
10.42.0.13,50761.0,10.42.0.49,52432.0,TCP,54,"50761 > 52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0216 [TCP Retransmission]], Retransmission], cache flush 1346=27550.0 Protocol: TCP Length: 54 Info: 52432 > 52432 [FIN, ACK] Seq=1781 Ack=497 Win=53"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,52432.0,10.42.0.13,62588.0,TCP,54,"52432 > 62588 [ACK] Seq=1 Ack=163 Win=5678 Len=0221TCP Keep-Alive ACK],Alive ACK],ACK]172681 Ack=107051 Win=5840 Len=0, ACK],Alive ACK],Alive],119471 Ack=58966 Win="
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,52432.0,10.42.0.13,62470.0,TCP,54,"52432 > 62470 [ACK] Seq=1781 Ack=497 Win=5344 Len=01626071172660 Len=0, cache flush 10.42.0.49 Destination Port: 52432.0 Protocol: TCP Length: 54 Info: 52432 > 52432 [ACK] Seq=1 Ack=1"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,52432.0,10.42.0.13,50559.0,TCP,54,"52432 > 50559 [ACK] Seq=1 Ack=163 Win=5678 Len=0163TCP Keep-Alive ACK],5496 Ack=1781 Win=65535 Len=097 [TCP PDU reassembled in 60413],5678143815b6200b61730754b.elb."
10.42.0.49,52432.0,10.42.0.13,50550.0,TCP,54,52432 > 50550 [ACK] Seq=1781 Ack=497 Win=5344 Len=0172TCP Retransmission]172698 Len=01649=1726912995 TSecr=0 SACK_PERM163172681.1107918711607919
10.42.0.13,50514.0,10.42.0.49,52432.0,TCP,54,"50514 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0162TCP Retransmission], Retransmission], cache flush 1344=49119.1460=1926=1926=1726=2947 Len=07171771"
10.42.0.49,52432.0,10.42.0.13,50535.0,TCP,54,52432 > 50535 [ACK] Seq=1 Ack=163 Win=5678 Len=0163TCP Keep-Alive ACK]054781542 TSecr=0 SACK_PERM1726812995 TSecr=0 SACK_PERM1726730043 TSecr=0 SACK_PERM163 Ack=
10.42.0.49,52432.0,10.42.0.13,50550.0,TCP,54,52432 > 50550 [ACK] Seq=1781 Ack=497 Win=5344 Len=01781TCP Retransmission]1726813972 TSecr=0 SACK_PERM22141942407127716497174172669.1170547917 TSec
10.42.0.13,51487.0,10.42.0.28,80.0,TCP,54,51487 > 80 [ACK] Seq=515 Ack=104 Win=65535 Len=01 [TCP Keep-Alive ACK]627 Ack=167 Win=65535 Len=0162367 [ACK]627 Ack=516 Win=2405 Len=0362366 > 80 [ACK] Seq=515 Ack=167 Win
10.42.0.49,52432.0,10.42.0.13,62019.0,TCP,54,"52432 > 62019 [ACK] Seq=1 Ack=163 Win=5678 Len=0221TCP Keep-Alive ACK] 52432 > 62019 [ACK] Seq=1781 Ack=496 Win=5345 Len=0251TCP PDU reassembled in 49023],49628.0 Protocol: TCP Length:"
10.42.0.49,52432.0,10.42.0.13,62462.0,TCP,54,"52432 > 62462 [ACK] Seq=1 Ack=163 Win=5678 Len=0221TCP Keep-Alive ACK]55477 Ack=15302 Win=5840 Len=0960=TCP PDU reassembled in 49167],5119309b.TCP Retransmission]9084 > 524"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,52432.0,10.42.0.13,50575.0,TCP,54,"52432 > 50575 [ACK] Seq=1 Ack=163 Win=5678 Len=0163TCP Keep-Alive ACK],ACK]1 Ack=163 Win=5678 Len=0119,Alive ACK],Alive ACK],576TCP52432=51194 [ACK]15202"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,52432.0,10.42.0.13,62462.0,TCP,54,"52432 > 62462 [ACK] Seq=1781 Ack=497 Win=5344 Len=01626077112.0.164 Destination Port: 123.0 Protocol: NTP Length: 90 Info: NTP Version 4, client, client Done, client Done1460 Win=56"
10.42.0.49,52432.0,10.42.0.13,62726.0,TCP,54,"52432 > 62726 [ACK] Seq=1781 Ack=497 Win=5344 Len=0119662726 > 123.146.193.200 Destination Port: 123.0 Protocol: NTP Length: 90 Info: NTP Version 4, client, client.nTP Version 4, client, server Done 59"
10.42.0.49,52432.0,10.42.0.13,50491.0,TCP,54,"52432 > 50491 [ACK] Seq=1781 Ack=497 Win=5344 Len=0165=1346=491 Info: Continuation, ovr) is at 74215.0 Protocol: TCP Length: 54 Info: 52432 > 50491 [ACK] Seq=1781 Ack=497 Win=53"
10.42.0.13,50528.0,10.42.0.49,52432.0,TCP,54,"50528 > 52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=01 Ack=163 Win=65535 Len=016161=1562 Win=65535 Len=0, flush 1562 WS=64 TSval=3460055901 TSecr=0 SACK_PERM 1"
10.42.0.13,59478.0,10.42.0.49,52432.0,TCP,54,59478 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0163b98200646 TSecr=0 SACK_PERM 149.56.19.163158.251.54.170=1931.108.10.42.0.28 0
10.42.0.49,52432.0,10.42.0.13,59627.0,TCP,54,52432 > 59627 [ACK] Seq=1781 Ack=497 Win=5344 Len=0162712101=29206.0 Protocol: TCP Length: 54 Info: 52432 > 59627 [ACK] Seq=1 Ack=163 Win=5678 Len=03 [TCP Keep-Alive ACK]11606
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,52432.0,10.42.0.13,50757.0,HTTP,1096,Continuation.amazonaws.com 10.42.0.491 Info: Continuation.amazonaws.com 34.243.103.189 Destination Port: 443.0 Protocol: TLSv1.2 Length: 123 Info: Application Data
10.42.0.49,52432.0,10.42.0.13,62584.0,TCP,54,"52432 > 62584 [ACK] Seq=1781 Ack=497 Win=5344 Len=0221TCP Retransmission], cache flush 10.42.0.140, cache flush 19269 [PSH, ACK]1 Ack=1649691996 TSecr=0 SACK_PERM1726993912 HTTP/1."
10.42.0.49,52432.0,10.42.0.13,59471.0,HTTP,135,"HTTP/1.1 200 OK (application/pairing+tlv8), cache flush 10.42.0.28182 Info: POST /pair-verify HTTP/1.1 (application/pairing+tlv8))) (application/pairing+tlv8), cache flush 10.42.0.1394179255 HTTP/1.1 200 OK (application/pairing"
10.42.0.49,52432.0,10.42.0.13,59619.0,HTTP,135,"HTTP/1.1 200 OK (application/pairing+tlv8)) (application/pairing+tlv8), ovr) is at 203.107.6.88), ovr) is at 201.107.6.88, Application/pairing+tlv8), Application/pairing+tlv8), Application/pairing+tlv8), Application/"
10.42.0.49,52432.0,10.42.0.13,62484.0,TCP,54,"52432 > 62484 [ACK] Seq=1781 Ack=497 Win=5344 Len=01626077155.168.150.41 Destination Port: 123.0 Protocol: NTP Length: 90 Info: NTP Version 4, client, client.TCP Retransmission]1.amazonaws.com1, cache flush 10.42"
10.42.0.49,52432.0,10.42.0.13,50556.0,TCP,54,52432 > 50556 [ACK] Seq=1 Ack=163 Win=5678 Len=0163TCP Retransmission]1632147232 TSecr=1254382419 TSecr=197038724512005172457221=16899719487171125
10.42.0.49,52432.0,10.42.0.13,50531.0,TCP,54,"52432 > 50531 [ACK] Seq=1781 Ack=497 Win=5344 Len=0172TCP PDU reassembled in 74295] 62392 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0 1346=2990 Len=02,"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640 response  MSS210-9f39._hap._tcp"
10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A, cache flush 10.42.0.49 AAAA, cache flush fe80::4ae1:e9ff:fe6e:9f39 NSEC, cache flush MSS210-9f39._hap._tcp.local NS"
10.42.0.49,52432.0,10.42.0.13,50510.0,HTTP,1096,"Continuation172632760 TSecr=0 SACK_PERM TPLink_b3:9b:91=1726112321 HTTP/1.1 200 OK (application/pairing+tlv8)) (application/pairing+tlv8)) (SNI=euw1-device-cloudgateway.iot.i.tplinknbu.com), cache flush"
10.42.0.13,50326.0,10.42.0.49,52432.0,TCP,54,"50326 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=065164624 Win=65535 Len=0215TCP Retransmission], cache flush 104.161.116.132=22164724774269 Len=01"
10.42.0.49,52432.0,10.42.0.13,50545.0,TCP,54,"52432 > 50545 [ACK] Seq=1 Ack=163 Win=5678 Len=0163TCP Keep-Alive ACK]054781547 TSecr=0 SACK_PERM17260 Len=0, ACK],Alive ACK],57122997 TSecr=496 Ack=1781 Win=65"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f3962 MSS210-9f39._hap._tcp.local SRV"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.13,59826.0,10.42.0.49,52432.0,TCP,54,"59826 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0 216 [TCP Retransmission]], Retransmission], cache flush 104.168.25.210172632.930.104.1676236247PSH, ACK]1470247329"
10.42.0.49,52432.0,10.42.0.13,62484.0,TCP,54,"52432 > 62484 [ACK] Seq=1781 Ack=497 Win=5344 Len=016260751470147261 TSecr=0 SACK_PERM, ACK], Ack=1782 Win=5633 Len=0, flush, cache flush 0.north-america.pool.ntp."
10.42.0.49,52432.0,10.42.0.13,62476.0,TCP,54,"52432 > 62476 [ACK] Seq=1 Ack=163 Win=5678 Len=0221TCP Keep-Alive ACK]55476 > 52432 [ACK] Seq=495 Ack=1781 Win=65535 Len=0, flush 172625 > 52432 [PSH, ACK] Seq=496 Ack="
10.42.0.49,52432.0,10.42.0.13,61836.0,TCP,54,"52432 > 61836 [ACK] Seq=1 Ack=163 Win=5678 Len=061=1781=497 Win=5344 Len=0 1726112955 TSecr=0 SACK_PERM 156039 Len=0, cache flush 10.42.0.49 Ack=1781 Win=6"
10.42.0.49,52432.0,10.42.0.13,50553.0,TCP,54,"52432 > 50553 [ACK] Seq=1 Ack=163 Win=5678 Len=0163TCP Retransmission], cache flush 10.42.0.49 Ack=1781 Win=65535 Len=0,99119124711160872291042019389=221"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,52432.0,10.42.0.13,50505.0,TCP,54,"52432 > 50505 [ACK] Seq=1781 Ack=497 Win=5344 Len=0172TCP Retransmission], cache flush 134641472.0 Protocol: TCP Length: 54 Info: 52432 > 50505 [FIN, ACK] Seq=1781 Ack=497 Win=5344 Len=01"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.13,50492.0,10.42.0.49,52432.0,TCP,54,"50492 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0 163,Alive],6439b586 TSecr=0 SACK_PERM62369 > 52432 [ACK] Seq=1781 Ack=496 Win=1781 Len=0TCP Retransmission],"
10.42.0.49,52432.0,10.42.0.13,59628.0,TCP,54,"52432 > 59628 [ACK] Seq=1 Ack=163 Win=5678 Len=0221TCP Retransmission]1632=221164,2467423095 TSecr=164966519871200.99119.124.101.110245=172320 Len"
10.42.0.49,52432.0,10.42.0.13,62595.0,TCP,54,"52432 > 62595 [ACK] Seq=1781 Ack=497 Win=5344 Len=0221TCP Retransmission], cache flush 10.42.0.14094.1010664012 TSecr=0 SACK_PERM14400144071272.0 Protocol: TCP Length: 54 Info:"
10.42.0.49,52432.0,10.42.0.13,50552.0,TCP,54,"52432 > 50552 [ACK] Seq=1 Ack=163 Win=5678 Len=0163TCP Keep-Alive ACK]05061822960702b5059781732 TSecr=0 SACK_PERM, ACK]1470254822 TSecr=0 SACK_PERM1196118"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,52432.0,10.42.0.13,62477.0,TCP,54,"52432 > 62477 [ACK] Seq=1781 Ack=497 Win=5344 Len=0162601470=1106 [TCP PDU reassembled in 50588],491.1781 Len=0],-Order-Order, ovr) is at 49119.1440],]"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.13,50594.0,10.42.0.49,52432.0,TCP,54,"50594 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0216 [TCP Retransmission]], Retransmission], cache flush 134.215.155.17749119.147.96.193193.109619.127187.115.214.1"
10.42.0.49,52432.0,10.42.0.13,50505.0,TCP,54,"52432 > 50505 [ACK] Seq=1781 Ack=497 Win=5344 Len=0221TCP Retransmission], cache flush 1346=49119.1460=1726934795 TSecr=0 SACK_PERM1 Ack=1649 Win=5647 Len=0"
10.42.0.49,52432.0,10.42.0.13,50505.0,TCP,54,52432 > 50505 [ACK] Seq=1781 Ack=497 Win=5344 Len=0221TCP Retransmission]1726812997 TSecr=0 SACK_PERM22141942401726912727116471047665424b.1460=62
10.42.0.13,59627.0,10.42.0.49,52432.0,TCP,54,59627 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0 1362=491 Info: Continuation 346=1726 Len=0 123.150.200.39=123.146.193.200172309 Len=0119614
10.42.0.49,52432.0,10.42.0.13,50761.0,TCP,54,52432 > 50761 [ACK] Seq=1781 Ack=497 Win=5344 Len=0116061106610147276.0 Protocol: TCP Length: 54 Info: 52432 > 50761 [ACK] Seq=1 Ack=163 Win=5678 Len=03 [TCP Retransmission]]4
10.42.0.49,52432.0,10.42.0.13,62474.0,TCP,54,"52432 > 62474 [ACK] Seq=1 Ack=163 Win=5678 Len=0221TCP Keep-Alive ACK]1 Ack=163 Win=5678 Len=0119046 Ack=87.91 Win=5840 Len=0,TCP PDU reassembled in 5195], cache flush0201 [ACK]"
10.42.0.49,52432.0,10.42.0.13,50510.0,TCP,54,"52432 > 50510 [ACK] Seq=1 Ack=163 Win=5678 Len=0163TCP Keep-Alive ACK],51067.108146.193 Ack=496 Win=5345 Len=0 1726087455 TSecr=0 SACK_PERM221164,56788 Len"
10.42.0.13,50762.0,10.42.0.49,52432.0,TCP,54,"50762 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0 1726147991 TSecr=0 SACK_PERM172639199 TSecr=0 SACK_PERM 346d2cf3-TCP Keep-Alive], 10.42.0.499 Win=534"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
