Source,Source port,Destination,Destination port,Protocol,Length,Info
10.42.0.49,61386.0,54.216.1.110,443.0,TCP,54,"61386 > 443 [ACK] Seq=199871 Ack=121693 Win=5702 Len=0.TCP PDU reassembled in 26145], cache flush 145.46.193.200 A 23.150.40.123 A 173.108.0.195=39067.0 Protocol"
10.42.0.49,52432.0,10.42.0.13,62408.0,HTTP,1096,Continuation10161116920 HTTP/1.1 (application/pairing+tlv8)))))))) fe80::804:26cb:5baf:fb18 Source Port: nan Destination: fe80::4ae1:e9ff:fe6e:9f39 Destination Port: nan Protocol: TCP Length: 74 Info: 52432 > 52432 [
10.42.0.49,52432.0,10.42.0.13,59825.0,TCP,54,"52432 > 59825 [ACK] Seq=1781 Ack=497 Win=5344 Len=0221TCP Retransmission], cache flush 149.56.19.163 Ack=186.108.0.131=1042b197126774269 Len=02201920817247"
10.42.0.13,50814.0,10.42.0.49,52432.0,TCP,54,"50814 > 52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0 [TCP Keep-Alive],62025 Len=0]]],62751889 TSecr=0 SACK_PERM,] 10.42.0.49 Ack=1781 Win=65535 Len=0]"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640, cache flush Meross_Smart_Plug.local, ""QU"" question TX"
10.42.0.49,52432.0,10.42.0.13,59665.0,TCP,54,"52432 > 59665 [ACK] Seq=1781 Ack=497 Win=5344 Len=0221TCP Retransmission], cache flush 172681.119791 Len=0291411, cache flush 1726792710 TSecr=0 SACK_PERM110811 [FIN,"
10.42.0.49,61386.0,54.216.1.110,443.0,TLSv1.2,555,Application Data.north-america.pool.ntp.org A 178.63.52.50 A 149.56.19.163 A 188.25.54.145.195.200.123.108.187.112.130.
10.42.0.13,59475.0,10.42.0.49,52432.0,TCP,54,"59475 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0163,Alive],6439b547 TSecr=0 SACK_PERM49651432 TSecr=0 SACK_PERM, cache flush 10.42.0.49 AAAA, cache flush fe80::4ae1:e9"
10.42.0.13,61828.0,10.42.0.49,52432.0,TCP,54,61828 > 52432 [ACK] Seq=1 Ack=1 Win=65535 Len=01160 WS=621520080005 TSecr=0 SACK_PERMb34194240 TSecr=0 SACK_PERM 34.243.103.189 Destination Port: 443.0 Protocol: TCP Length: 54
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Plug.local TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f3964 TSval=1963110961 TSecr=0 S"
10.42.0.13,50386.0,10.42.0.49,52432.0,TCP,54,"50386 > 52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0163ACK],Alive],61700240 TSecr=0 SACK_PERM62032ACK] 107.140.16.52 A 172.109.200.1110220.192"
10.42.0.49,52432.0,10.42.0.13,50505.0,TCP,54,"52432 > 50505 [ACK] Seq=1 Ack=163 Win=5678 Len=0163TCP Keep-Alive ACK]05472 Ack=30220.0 Protocol: TCP Length: 54 Info: 52432 > 50505 [ACK] Seq=1781 Ack=496 Win=5345 Len=0163, flush"
10.42.0.49,52432.0,10.42.0.13,59485.0,TCP,54,52432 > 59485 [ACK] Seq=1 Ack=163 Win=5678 Len=0221TCP Keep-Alive ACK]05472 Ack=153007 Win=5702 Len=0119228 Ack=84665 Win=5633 Len=0 1012008107620
10.42.0.49,52432.0,10.42.0.13,50490.0,TCP,54,"52432 > 50490 [ACK] Seq=1 Ack=163 Win=5678 Len=062163 Ack=221 Win=65535 Len=0, Ack=414 Win=5427 Len=0, cache flush, cache flush 1096119780 TSecr=0 SACK_PERM, cache flush 10.4"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT response QU"" question TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39640 response 0x0000"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT SRV 0 0 52432 Meross_Smart_Plug.local A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f39"
10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A, cache flush 10.42.0.49 AAAA, cache flush fe80::4ae1:e9ff:fe6e:9f39 NSEC, cache flush MSS210-9f39._hap._tcp.local NS"
10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Plug.local TXT A 10.42.0.49 AAAA fe80::4ae1:e9ff:fe6e:9f3964, ""QU"" question SRV 0 0 52432 Meross"
10.42.0.49,52432.0,10.42.0.13,61971.0,TCP,54,"52432 > 61971 [ACK] Seq=1 Ack=163 Win=5678 Len=06161971 > 52432 [ACK] Seq=1 Ack=163 Win=5678 Len=0 [TCP Retransmission], cache flush 1096119285 TSecr=0 SACK_PERM1269827479 TSecr="
10.42.0.13,50490.0,10.42.0.49,52432.0,TCP,54,"50490 > 52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0 -163,Alive],64397 Len=0216369506 > 52432 [ACK] Seq=495 Ack=1781 Win=65535 Len=0.TCP Retransmission], cache flush 0"
10.42.0.28,55990.0,52.212.130.239,443.0,TCP,54,55990 > 443 [ACK] Seq=31689 Ack=28915 Win=2368 Len=01180 [TCP PDU reassembled in 1914]]]]]]]] 123.93.103.10876 Ack=9043 Win=2230 Len=01460=69]]
