No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
1,132.74196,192.168.0.38,434,10.0.0.126,UDP,15610,383,Info_474,2025-05-06 18:11:52
2,339.4259,192.168.0.95,2000,10.0.0.115,TCP,19340,835,Info_400,2025-05-06 18:11:53
3,31.949116,192.168.0.154,5905,10.0.0.78,ICMP,964,1757,Info_928,2025-05-06 18:11:54
4,47.414127,192.168.0.86,4768,10.0.0.12,ICMP,5141,29,Info_172,2025-05-06 18:11:55
5,282.99316,192.168.0.57,4951,10.0.0.7,ICMP,450,2542,Info_336,2025-05-06 18:11:56
6,145.97629,192.168.0.170,7820,10.0.0.37,ICMP,577,257,Info_504,2025-05-06 18:11:57
7,4.1158643,192.168.0.92,11021,10.0.0.53,UDP,15250,7,Info_793,2025-05-06 18:11:58
8,10.060823,192.168.0.25,2295,10.0.0.221,TCP,9256,1235,Info_260,2025-05-06 18:11:59
9,59.385372,192.168.0.41,4796,10.0.0.2,UDP,1407,1278,Info_456,2025-05-06 18:12:00
10,163.94531,192.168.0.90,6487,10.0.0.53,TCP,6430,512,Info_167,2025-05-06 18:12:01
11,43.874706,192.168.0.39,4211,10.0.0.132,ICMP,768,496,Info_475,2025-05-06 18:12:02
12,37.64677,192.168.0.90,1530,10.0.0.6,TCP,18817,2138,Info_859,2025-05-06 18:12:03
13,93.96399,192.168.0.72,12052,10.0.0.144,UDP,8532,647,Info_353,2025-05-06 18:12:04
14,66.1889,192.168.0.72,19019,10.0.0.148,TCP,1532,378,Info_831,2025-05-06 18:12:05
15,29.951796,192.168.0.49,3655,10.0.0.113,UDP,3707,1040,Info_657,2025-05-06 18:12:06
16,85.12128,192.168.0.95,5086,10.0.0.118,UDP,10130,1074,Info_397,2025-05-06 18:12:07
17,42.95546,192.168.0.144,4793,10.0.0.61,UDP,27330,240,Info_381,2025-05-06 18:12:08
18,40.63021,192.168.0.66,13550,10.0.0.52,ICMP,1071,611,Info_196,2025-05-06 18:12:09
19,152.93306,192.168.0.97,5720,10.0.0.169,TCP,24571,160,Info_281,2025-05-06 18:12:10
20,79.47414,192.168.0.93,3576,10.0.0.205,ICMP,16795,2154,Info_936,2025-05-06 18:12:11
21,1.549229,192.168.0.121,7231,10.0.0.65,UDP,46,655,Info_77,2025-05-06 18:12:12
22,29.72157,192.168.0.109,1775,10.0.0.186,UDP,1585,142,Info_234,2025-05-06 18:12:13
23,2.0189776,192.168.0.137,1236,10.0.0.103,TCP,1819,34,Info_190,2025-05-06 18:12:14
24,16.105045,192.168.0.54,1609,10.0.0.20,UDP,1425,118,Info_726,2025-05-06 18:12:15
25,5.6957827,192.168.0.238,1703,10.0.0.90,TCP,2670,49,Info_710,2025-05-06 18:12:16
26,21.540634,192.168.0.35,2288,10.0.0.170,UDP,2504,204,Info_550,2025-05-06 18:12:17
