No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
1,124.99968,192.168.0.138,1910,10.0.0.25,UDP,6360,2480,Info_480,2025-05-06 18:10:03
2,17.243868,192.168.0.179,18614,10.0.0.47,ICMP,18519,182,Info_29,2025-05-06 18:10:04
3,32.158047,192.168.0.104,8613,10.0.0.29,ICMP,4536,1815,Info_124,2025-05-06 18:10:05
4,121.24821,192.168.0.47,2770,10.0.0.192,ICMP,20970,4180,Info_509,2025-05-06 18:10:06
5,105.74303,192.168.0.145,9672,10.0.0.96,ICMP,3598,1135,Info_538,2025-05-06 18:10:07
6,93.27193,192.168.0.33,825,10.0.0.29,TCP,1079,854,Info_409,2025-05-06 18:10:08
7,0.5699937,192.168.0.141,14166,10.0.0.33,TCP,15223,586,Info_903,2025-05-06 18:10:09
8,31.545675,192.168.0.124,9778,10.0.0.130,ICMP,2128,726,Info_113,2025-05-06 18:10:10
9,94.80254,192.168.0.158,1165,10.0.0.170,ICMP,8278,645,Info_128,2025-05-06 18:10:11
10,198.58273,192.168.0.201,11467,10.0.0.0,TCP,5172,889,Info_34,2025-05-06 18:10:12
11,48.552784,192.168.0.39,336,10.0.0.102,UDP,8255,569,Info_239,2025-05-06 18:10:13
12,58.721436,192.168.0.80,15892,10.0.0.18,ICMP,26411,1304,Info_165,2025-05-06 18:10:14
13,69.85314,192.168.0.139,3897,10.0.0.82,UDP,6089,1200,Info_135,2025-05-06 18:10:15
14,93.35506,192.168.0.99,7805,10.0.0.38,UDP,2281,360,Info_599,2025-05-06 18:10:16
15,158.93192,192.168.0.215,1558,10.0.0.65,ICMP,5240,1472,Info_873,2025-05-06 18:10:17
16,19.349186,192.168.0.172,5500,10.0.0.33,ICMP,7117,1309,Info_750,2025-05-06 18:10:18
17,298.9177,192.168.0.3,911,10.0.0.188,UDP,607,1214,Info_2,2025-05-06 18:10:19
18,5.4292326,192.168.0.1,1898,10.0.0.125,UDP,2872,153,Info_252,2025-05-06 18:10:20
19,31.757668,192.168.0.7,5173,10.0.0.90,ICMP,10769,1457,Info_691,2025-05-06 18:10:21
20,85.410866,192.168.0.156,4670,10.0.0.2,UDP,12531,1742,Info_269,2025-05-06 18:10:22
21,9.843922,192.168.0.116,6890,10.0.0.93,UDP,517,606,Info_839,2025-05-06 18:10:23
22,23.178703,192.168.0.129,1715,10.0.0.203,UDP,966,88,Info_418,2025-05-06 18:10:24
23,5.828671,192.168.0.92,2584,10.0.0.54,UDP,1580,366,Info_138,2025-05-06 18:10:25
24,4.5453234,192.168.0.50,166,10.0.0.245,UDP,1374,398,Info_528,2025-05-06 18:10:26
25,43.54065,192.168.0.41,4706,10.0.0.98,UDP,2047,975,Info_473,2025-05-06 18:10:27
26,15.373852,192.168.0.2,2626,10.0.0.115,ICMP,1219,303,Info_130,2025-05-06 18:10:28
27,41.22146,192.168.0.24,5075,10.0.0.218,UDP,229,1058,Info_589,2025-05-06 18:10:29
28,0.2285853,192.168.0.132,2208,10.0.0.236,UDP,247,13,Info_576,2025-05-06 18:10:30
29,43.768795,192.168.0.143,4023,10.0.0.106,ICMP,87,1039,Info_385,2025-05-06 18:10:31
30,28.899776,192.168.0.140,4898,10.0.0.135,UDP,163,831,Info_233,2025-05-06 18:10:32
31,51.60035,192.168.0.197,3326,10.0.0.10,ICMP,1017,729,Info_573,2025-05-06 18:10:33
32,84.06273,192.168.0.254,984,10.0.0.236,ICMP,1856,671,Info_827,2025-05-06 18:10:34
33,107.136,192.168.0.190,3566,10.0.0.133,UDP,3575,820,Info_805,2025-05-06 18:10:35
34,95.975464,192.168.0.202,4651,10.0.0.45,UDP,3295,614,Info_838,2025-05-06 18:10:36
35,88.38093,192.168.0.95,1871,10.0.0.128,ICMP,2271,700,Info_20,2025-05-06 18:10:37
36,67.33841,192.168.0.142,2886,10.0.0.188,ICMP,4079,402,Info_570,2025-05-06 18:10:38
37,61.654408,192.168.0.150,5048,10.0.0.127,UDP,2751,297,Info_344,2025-05-06 18:10:39
38,58.43665,192.168.0.84,4424,10.0.0.183,UDP,3118,251,Info_730,2025-05-06 18:10:40
39,49.725544,192.168.0.239,5160,10.0.0.155,ICMP,3691,167,Info_240,2025-05-06 18:10:41
40,50.771557,192.168.0.207,5178,10.0.0.203,ICMP,4927,229,Info_726,2025-05-06 18:10:42
41,55.475636,192.168.0.175,6211,10.0.0.80,TCP,4860,330,Info_660,2025-05-06 18:10:43
42,57.703323,192.168.0.221,6137,10.0.0.219,ICMP,5301,437,Info_338,2025-05-06 18:10:44
43,48.933,192.168.0.142,6671,10.0.0.99,TCP,4703,504,Info_974,2025-05-06 18:10:45
44,41.813595,192.168.0.47,5979,10.0.0.106,ICMP,4633,503,Info_718,2025-05-06 18:10:46
45,37.40673,192.168.0.38,5654,10.0.0.122,ICMP,4637,518,Info_834,2025-05-06 18:10:47
46,32.994957,192.168.0.13,5367,10.0.0.105,TCP,4575,533,Info_624,2025-05-06 18:10:48
47,26.379753,192.168.0.49,5282,10.0.0.171,TCP,4500,490,Info_722,2025-05-06 18:10:49
48,28.389782,192.168.0.166,4665,10.0.0.47,UDP,4635,535,Info_158,2025-05-06 18:10:50
49,12.562291,192.168.0.202,5405,10.0.0.98,TCP,4288,360,Info_676,2025-05-06 18:10:51
50,44.355934,192.168.0.224,1690,10.0.0.185,UDP,5575,742,Info_847,2025-05-06 18:10:52
51,24.586878,192.168.0.56,1500,10.0.0.59,TCP,5091,655,Info_353,2025-05-06 18:10:53
52,22.182808,192.168.0.54,1530,10.0.0.214,UDP,5233,517,Info_650,2025-05-06 18:10:54
53,5.844955,192.168.0.90,5591,10.0.0.222,TCP,3839,294,Info_844,2025-05-06 18:10:55
54,52.096672,192.168.0.197,1017,10.0.0.174,TCP,5689,760,Info_128,2025-05-06 18:10:56
55,21.881645,192.168.0.242,3297,10.0.0.101,ICMP,3694,751,Info_942,2025-05-06 18:10:57
56,22.953836,192.168.0.216,4079,10.0.0.75,UDP,3341,767,Info_458,2025-05-06 18:10:58
57,24.771683,192.168.0.210,4169,10.0.0.79,UDP,3456,772,Info_759,2025-05-06 18:10:59
58,25.058443,192.168.0.225,3985,10.0.0.65,UDP,3613,743,Info_510,2025-05-06 18:11:00
59,22.426422,192.168.0.23,3246,10.0.0.71,TCP,3995,703,Info_487,2025-05-06 18:11:01
60,14.062839,192.168.0.143,1683,10.0.0.144,ICMP,4586,696,Info_161,2025-05-06 18:11:02
61,8.13277,192.168.0.62,3232,10.0.0.68,UDP,5300,602,Info_292,2025-05-06 18:11:03
62,5.846091,192.168.0.187,6067,10.0.0.127,TCP,3599,296,Info_226,2025-05-06 18:11:04
63,27.45099,192.168.0.23,6949,10.0.0.22,UDP,2528,254,Info_66,2025-05-06 18:11:05
64,24.041246,192.168.0.32,5711,10.0.0.237,ICMP,2518,255,Info_322,2025-05-06 18:11:06
65,28.137415,192.168.0.131,5354,10.0.0.113,UDP,2624,340,Info_162,2025-05-06 18:11:07
66,24.637012,192.168.0.13,4800,10.0.0.120,UDP,2664,340,Info_620,2025-05-06 18:11:08
67,23.02237,192.168.0.9,4451,10.0.0.184,UDP,3073,375,Info_136,2025-05-06 18:11:09
68,22.823677,192.168.0.57,4372,10.0.0.206,UDP,3254,417,Info_708,2025-05-06 18:11:10
69,23.75099,192.168.0.55,4150,10.0.0.185,UDP,3218,440,Info_712,2025-05-06 18:11:11
70,25.133932,192.168.0.61,3900,10.0.0.182,UDP,3186,446,Info_930,2025-05-06 18:11:12
71,26.61367,192.168.0.74,3746,10.0.0.166,UDP,3126,454,Info_812,2025-05-06 18:11:13
72,26.784431,192.168.0.76,3549,10.0.0.178,UDP,3175,458,Info_858,2025-05-06 18:11:14
73,24.427275,192.168.0.117,3577,10.0.0.235,UDP,3301,451,Info_512,2025-05-06 18:11:15
74,22.782026,192.168.0.100,3529,10.0.0.224,UDP,3310,427,Info_110,2025-05-06 18:11:16
75,19.743853,192.168.0.82,3610,10.0.0.204,UDP,3134,393,Info_806,2025-05-06 18:11:17
76,18.383877,192.168.0.254,3380,10.0.0.142,UDP,2970,371,Info_24,2025-05-06 18:11:18
77,14.727489,192.168.0.251,3544,10.0.0.122,UDP,2664,328,Info_370,2025-05-06 18:11:19
78,15.897493,192.168.0.136,2941,10.0.0.51,UDP,2743,345,Info_336,2025-05-06 18:11:20
79,8.800189,192.168.0.77,4009,10.0.0.113,UDP,2122,261,Info_206,2025-05-06 18:11:21
80,18.424503,192.168.0.174,1480,10.0.0.136,ICMP,2822,412,Info_708,2025-05-06 18:11:22
81,17.002733,192.168.0.128,6587,10.0.0.158,ICMP,159,20,Info_882,2025-05-06 18:11:23
82,38.728176,192.168.0.75,1930,10.0.0.34,TCP,5263,493,Info_395,2025-05-06 18:11:24
83,12.958961,192.168.0.157,612,10.0.0.55,ICMP,3088,466,Info_736,2025-05-06 18:11:25
84,23.565168,192.168.0.227,7370,10.0.0.88,UDP,904,1,Info_480,2025-05-06 18:11:26
