No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
1,121.08474,192.168.0.221,9992,10.0.0.68,ICMP,358,66,Info_862,2025-05-06 18:11:34
2,137.85301,192.168.0.82,4492,10.0.0.53,TCP,36,1639,Info_89,2025-05-06 18:11:35
3,89.89796,192.168.0.175,7246,10.0.0.118,TCP,50,660,Info_601,2025-05-06 18:11:36
4,196.4827,192.168.0.64,7461,10.0.0.75,ICMP,5233,1074,Info_892,2025-05-06 18:11:37
5,239.52408,192.168.0.72,16918,10.0.0.85,UDP,11366,2646,Info_237,2025-05-06 18:11:38
6,51.690872,192.168.0.140,13072,10.0.0.60,ICMP,5423,1003,Info_269,2025-05-06 18:11:39
7,113.43764,192.168.0.36,9248,10.0.0.237,ICMP,1388,1014,Info_491,2025-05-06 18:11:40
8,69.87337,192.168.0.143,6163,10.0.0.13,UDP,5360,1,Info_39,2025-05-06 18:11:41
9,50.75165,192.168.0.80,3118,10.0.0.2,ICMP,1474,2596,Info_534,2025-05-06 18:11:42
10,43.85889,192.168.0.119,9858,10.0.0.3,UDP,281,1485,Info_140,2025-05-06 18:11:43
11,66.07139,192.168.0.123,11839,10.0.0.99,UDP,6268,966,Info_427,2025-05-06 18:11:44
12,91.759735,192.168.0.109,13537,10.0.0.26,ICMP,10282,1938,Info_278,2025-05-06 18:11:45
13,5.349356,192.168.0.106,5973,10.0.0.79,ICMP,2430,645,Info_137,2025-05-06 18:11:46
14,205.41534,192.168.0.106,16358,10.0.0.58,UDP,9947,1535,Info_283,2025-05-06 18:11:47
15,63.89128,192.168.0.80,1463,10.0.0.57,ICMP,2756,2383,Info_831,2025-05-06 18:11:48
16,56.84754,192.168.0.121,5105,10.0.0.68,UDP,2298,954,Info_509,2025-05-06 18:11:49
17,16.522213,192.168.0.4,1344,10.0.0.117,TCP,5286,1369,Info_21,2025-05-06 18:11:50
18,84.18364,192.168.0.94,9535,10.0.0.44,TCP,3088,82,Info_264,2025-05-06 18:11:51
19,128.36607,192.168.0.99,1080,10.0.0.39,TCP,9607,1206,Info_520,2025-05-06 18:11:52
20,213.73288,192.168.0.75,8161,10.0.0.51,UDP,4931,2169,Info_162,2025-05-06 18:11:53
21,14.339193,192.168.0.136,7117,10.0.0.178,UDP,354,674,Info_53,2025-05-06 18:11:54
22,3.9815948,192.168.0.250,1240,10.0.0.160,UDP,1214,1,Info_238,2025-05-06 18:11:55
23,39.794308,192.168.0.145,2852,10.0.0.87,UDP,1134,537,Info_382,2025-05-06 18:11:56
24,48.88579,192.168.0.17,791,10.0.0.9,ICMP,1483,425,Info_860,2025-05-06 18:11:57
25,66.24742,192.168.0.122,3061,10.0.0.45,UDP,1848,790,Info_628,2025-05-06 18:11:58
26,55.698414,192.168.0.9,65,10.0.0.49,UDP,2496,472,Info_2,2025-05-06 18:11:59
27,67.228165,192.168.0.187,2944,10.0.0.10,UDP,1817,853,Info_325,2025-05-06 18:12:00
28,54.043217,192.168.0.212,644,10.0.0.181,UDP,2870,492,Info_656,2025-05-06 18:12:01
29,66.53427,192.168.0.199,1676,10.0.0.164,UDP,2068,764,Info_385,2025-05-06 18:12:02
30,59.63778,192.168.0.20,1257,10.0.0.102,UDP,3290,599,Info_79,2025-05-06 18:12:03
31,63.58258,192.168.0.24,616,10.0.0.112,UDP,2748,650,Info_341,2025-05-06 18:12:04
32,65.448296,192.168.0.89,559,10.0.0.166,UDP,3078,636,Info_606,2025-05-06 18:12:05
33,65.33829,192.168.0.183,147,10.0.0.6,TCP,3228,571,Info_475,2025-05-06 18:12:06
34,62.69459,192.168.0.22,1347,10.0.0.118,TCP,3016,481,Info_778,2025-05-06 18:12:07
35,63.018257,192.168.0.32,1869,10.0.0.208,TCP,2755,357,Info_756,2025-05-06 18:12:08
36,60.37833,192.168.0.112,2219,10.0.0.89,UDP,2993,280,Info_892,2025-05-06 18:12:09
37,58.520157,192.168.0.245,2801,10.0.0.233,ICMP,3201,206,Info_292,2025-05-06 18:12:10
38,63.04509,192.168.0.20,3083,10.0.0.3,UDP,3413,193,Info_376,2025-05-06 18:12:11
39,64.56141,192.168.0.3,3221,10.0.0.10,UDP,3789,246,Info_774,2025-05-06 18:12:12
40,63.55342,192.168.0.254,3429,10.0.0.26,TCP,4193,312,Info_450,2025-05-06 18:12:13
41,61.1705,192.168.0.243,3509,10.0.0.38,TCP,4583,404,Info_184,2025-05-06 18:12:14
42,55.56287,192.168.0.28,3746,10.0.0.101,TCP,4962,483,Info_290,2025-05-06 18:12:15
43,51.397438,192.168.0.59,3880,10.0.0.164,TCP,5263,542,Info_230,2025-05-06 18:12:16
44,49.18288,192.168.0.97,4054,10.0.0.228,TCP,5606,586,Info_208,2025-05-06 18:12:17
45,48.559254,192.168.0.174,4404,10.0.0.45,TCP,5950,610,Info_996,2025-05-06 18:12:18
46,47.57647,192.168.0.105,5042,10.0.0.163,ICMP,6239,606,Info_562,2025-05-06 18:12:19
47,44.970886,192.168.0.19,5425,10.0.0.46,ICMP,6204,525,Info_858,2025-05-06 18:12:20
48,46.95794,192.168.0.233,5289,10.0.0.18,ICMP,6129,500,Info_654,2025-05-06 18:12:21
49,38.58952,192.168.0.140,5858,10.0.0.160,ICMP,6149,453,Info_94,2025-05-06 18:12:22
50,44.574284,192.168.0.206,5210,10.0.0.38,TCP,6133,500,Info_318,2025-05-06 18:12:23
51,26.371729,192.168.0.165,6550,10.0.0.90,ICMP,5889,370,Info_474,2025-05-06 18:12:24
52,50.865524,192.168.0.193,4299,10.0.0.103,TCP,5938,555,Info_216,2025-05-06 18:12:25
53,6.3604517,192.168.0.41,7648,10.0.0.32,ICMP,5012,221,Info_448,2025-05-06 18:12:26
54,63.019257,192.168.0.7,2657,10.0.0.108,UDP,5632,608,Info_408,2025-05-06 18:12:27
55,2.2629664,192.168.0.91,7483,10.0.0.54,UDP,4729,210,Info_400,2025-05-06 18:12:28
56,60.227966,192.168.0.197,2832,10.0.0.64,UDP,5863,614,Info_88,2025-05-06 18:12:29
