No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
1,55.48088,192.168.0.100,11959,10.0.0.56,TCP,8081,1818,Info_304,2025-05-06 18:10:20
2,135.27933,192.168.0.154,7111,10.0.0.100,TCP,6569,2589,Info_501,2025-05-06 18:10:21
3,0.38096476,192.168.0.53,85,10.0.0.22,TCP,7282,104,Info_921,2025-05-06 18:10:22
4,37.886612,192.168.0.157,6031,10.0.0.66,ICMP,3781,958,Info_96,2025-05-06 18:10:23
5,86.37378,192.168.0.68,4881,10.0.0.50,ICMP,7065,1604,Info_573,2025-05-06 18:10:24
6,2.03492,192.168.0.88,30219,10.0.0.11,TCP,455,391,Info_82,2025-05-06 18:10:25
7,16.502968,192.168.0.18,10689,10.0.0.134,TCP,124,1912,Info_254,2025-05-06 18:10:26
8,86.4164,192.168.0.119,15029,10.0.0.40,ICMP,14187,3436,Info_419,2025-05-06 18:10:27
9,69.3892,192.168.0.179,1580,10.0.0.29,TCP,4728,1355,Info_81,2025-05-06 18:10:28
10,80.80514,192.168.0.88,17962,10.0.0.19,UDP,2735,3202,Info_386,2025-05-06 18:10:29
11,5.5530305,192.168.0.41,10061,10.0.0.217,ICMP,10639,40,Info_837,2025-05-06 18:10:30
12,107.77579,192.168.0.109,2118,10.0.0.28,ICMP,7986,844,Info_429,2025-05-06 18:10:31
13,196.3635,192.168.0.114,3706,10.0.0.187,ICMP,10501,560,Info_695,2025-05-06 18:10:32
14,23.168165,192.168.0.73,5348,10.0.0.118,TCP,1372,2146,Info_469,2025-05-06 18:10:33
15,52.464794,192.168.0.68,7573,10.0.0.240,UDP,2630,1289,Info_128,2025-05-06 18:10:34
16,124.82476,192.168.0.66,1746,10.0.0.49,ICMP,8412,43,Info_638,2025-05-06 18:10:35
17,112.51456,192.168.0.14,1603,10.0.0.81,UDP,2519,1109,Info_22,2025-05-06 18:10:36
18,78.16294,192.168.0.186,8186,10.0.0.6,ICMP,3601,418,Info_231,2025-05-06 18:10:37
19,48.517662,192.168.0.191,15652,10.0.0.120,UDP,518,314,Info_689,2025-05-06 18:10:38
20,52.893215,192.168.0.96,3266,10.0.0.48,UDP,1808,52,Info_689,2025-05-06 18:10:39
21,12.273075,192.168.0.207,6861,10.0.0.231,TCP,240,619,Info_214,2025-05-06 18:10:40
22,11.445971,192.168.0.146,711,10.0.0.114,UDP,410,57,Info_362,2025-05-06 18:10:41
23,15.497725,192.168.0.168,3242,10.0.0.210,ICMP,1228,530,Info_3,2025-05-06 18:10:42
24,16.469656,192.168.0.60,913,10.0.0.131,ICMP,1353,459,Info_666,2025-05-06 18:10:43
25,51.174206,192.168.0.172,4395,10.0.0.129,UDP,1935,953,Info_366,2025-05-06 18:10:44
26,45.58912,192.168.0.88,621,10.0.0.102,TCP,2508,608,Info_182,2025-05-06 18:10:45
27,53.039352,192.168.0.17,4537,10.0.0.236,UDP,977,999,Info_117,2025-05-06 18:10:46
28,25.66887,192.168.0.194,1238,10.0.0.100,ICMP,2060,456,Info_269,2025-05-06 18:10:47
29,53.594826,192.168.0.207,3930,10.0.0.230,ICMP,587,971,Info_118,2025-05-06 18:10:48
30,41.425335,192.168.0.190,3897,10.0.0.36,UDP,2020,737,Info_483,2025-05-06 18:10:49
31,54.489372,192.168.0.244,1647,10.0.0.87,ICMP,2619,648,Info_698,2025-05-06 18:10:50
32,65.0873,192.168.0.98,17,10.0.0.129,ICMP,2260,692,Info_689,2025-05-06 18:10:51
33,62.03614,192.168.0.47,1267,10.0.0.120,TCP,2894,585,Info_305,2025-05-06 18:10:52
34,58.141792,192.168.0.221,1967,10.0.0.217,UDP,3247,531,Info_926,2025-05-06 18:10:53
35,49.861343,192.168.0.34,3553,10.0.0.24,ICMP,3840,424,Info_700,2025-05-06 18:10:54
36,37.34578,192.168.0.238,5075,10.0.0.182,UDP,3397,225,Info_218,2025-05-06 18:10:55
