No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
1,23.750887,192.168.0.129,3674,10.0.0.33,ICMP,7894,1376,Info_688,2025-05-06 18:01:11
2,57.210793,192.168.0.58,13313,10.0.0.69,TCP,2833,2303,Info_111,2025-05-06 18:01:12
3,101.92422,192.168.0.21,7211,10.0.0.56,ICMP,5698,1629,Info_974,2025-05-06 18:01:13
4,47.972836,192.168.0.140,5189,10.0.0.17,TCP,8235,2704,Info_252,2025-05-06 18:01:14
5,77.983315,192.168.0.3,1295,10.0.0.236,TCP,7714,911,Info_318,2025-05-06 18:01:15
6,98.94527,192.168.0.33,1090,10.0.0.9,TCP,17595,1474,Info_864,2025-05-06 18:01:16
7,95.92962,192.168.0.108,1015,10.0.0.51,ICMP,13722,234,Info_635,2025-05-06 18:01:17
8,54.71274,192.168.0.81,12582,10.0.0.1,UDP,9821,93,Info_869,2025-05-06 18:01:18
9,148.38083,192.168.0.79,8717,10.0.0.119,TCP,10460,801,Info_227,2025-05-06 18:01:19
10,86.61194,192.168.0.80,10825,10.0.0.220,ICMP,1304,1066,Info_368,2025-05-06 18:01:20
11,74.99139,192.168.0.8,4044,10.0.0.67,ICMP,16533,34,Info_352,2025-05-06 18:01:21
12,100.36346,192.168.0.45,6685,10.0.0.16,TCP,9711,1691,Info_523,2025-05-06 18:01:22
13,83.16589,192.168.0.81,7546,10.0.0.19,ICMP,8559,73,Info_641,2025-05-06 18:01:23
14,248.01738,192.168.0.92,2784,10.0.0.7,UDP,16996,1997,Info_453,2025-05-06 18:01:24
15,1.157075,192.168.0.157,650,10.0.0.103,ICMP,4441,245,Info_269,2025-05-06 18:01:25
16,106.543884,192.168.0.83,9970,10.0.0.124,UDP,5718,919,Info_638,2025-05-06 18:01:26
17,84.37052,192.168.0.36,1895,10.0.0.23,TCP,9322,1252,Info_500,2025-05-06 18:01:27
18,45.34674,192.168.0.25,3713,10.0.0.41,UDP,12006,3383,Info_860,2025-05-06 18:01:28
19,113.69436,192.168.0.211,4423,10.0.0.21,ICMP,3209,1522,Info_883,2025-05-06 18:01:29
20,17.21532,192.168.0.9,1654,10.0.0.33,ICMP,8098,1402,Info_10,2025-05-06 18:01:30
21,4.7264295,192.168.0.199,6944,10.0.0.69,ICMP,418,599,Info_510,2025-05-06 18:01:31
22,15.558977,192.168.0.123,320,10.0.0.156,TCP,932,3,Info_414,2025-05-06 18:01:32
23,0.2288267,192.168.0.33,925,10.0.0.92,TCP,1586,132,Info_484,2025-05-06 18:01:33
24,0.31516403,192.168.0.83,579,10.0.0.59,ICMP,1475,73,Info_866,2025-05-06 18:01:34
25,32.836597,192.168.0.231,502,10.0.0.154,TCP,2115,413,Info_414,2025-05-06 18:01:35
26,59.01553,192.168.0.23,1723,10.0.0.74,UDP,2543,719,Info_214,2025-05-06 18:01:36
27,62.19241,192.168.0.187,1462,10.0.0.211,ICMP,2494,620,Info_774,2025-05-06 18:01:37
28,60.525955,192.168.0.35,1557,10.0.0.57,UDP,2434,660,Info_828,2025-05-06 18:01:38
29,58.712585,192.168.0.194,856,10.0.0.199,UDP,2666,557,Info_390,2025-05-06 18:01:39
30,64.88386,192.168.0.138,1447,10.0.0.230,TCP,2704,635,Info_675,2025-05-06 18:01:40
31,63.860004,192.168.0.26,1050,10.0.0.101,TCP,3042,590,Info_970,2025-05-06 18:01:41
32,67.32471,192.168.0.113,679,10.0.0.224,ICMP,3088,558,Info_116,2025-05-06 18:01:42
