No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
1,40.9054,192.168.0.118,1535,10.0.0.72,ICMP,15805,455,Info_175,2025-05-06 18:11:22
2,177.06337,192.168.0.50,3240,10.0.0.20,UDP,14885,333,Info_901,2025-05-06 18:11:23
3,72.95517,192.168.0.116,3101,10.0.0.142,ICMP,4911,870,Info_787,2025-05-06 18:11:24
4,9.951429,192.168.0.79,10095,10.0.0.76,ICMP,10141,114,Info_317,2025-05-06 18:11:25
5,7.1879735,192.168.0.79,991,10.0.0.177,UDP,6229,2110,Info_199,2025-05-06 18:11:26
6,93.05571,192.168.0.171,16256,10.0.0.8,UDP,1768,2331,Info_166,2025-05-06 18:11:27
7,219.3935,192.168.0.3,5814,10.0.0.23,ICMP,6618,328,Info_916,2025-05-06 18:11:28
8,136.19641,192.168.0.19,4201,10.0.0.153,UDP,1129,2465,Info_836,2025-05-06 18:11:29
9,154.02853,192.168.0.3,11449,10.0.0.174,TCP,6844,1515,Info_353,2025-05-06 18:11:30
10,37.995544,192.168.0.39,11975,10.0.0.55,TCP,13770,1414,Info_182,2025-05-06 18:11:31
11,24.664362,192.168.0.38,11371,10.0.0.107,TCP,7745,610,Info_799,2025-05-06 18:11:32
12,18.785181,192.168.0.57,8371,10.0.0.138,UDP,11419,94,Info_378,2025-05-06 18:11:33
13,33.547832,192.168.0.35,4295,10.0.0.20,UDP,9880,832,Info_613,2025-05-06 18:11:34
14,67.634155,192.168.0.75,7840,10.0.0.11,ICMP,1432,118,Info_401,2025-05-06 18:11:35
15,117.61806,192.168.0.33,12360,10.0.0.109,UDP,15773,873,Info_671,2025-05-06 18:11:36
16,206.7195,192.168.0.106,700,10.0.0.25,UDP,16955,4377,Info_941,2025-05-06 18:11:37
17,57.09433,192.168.0.62,3980,10.0.0.147,TCP,3102,2253,Info_659,2025-05-06 18:11:38
18,55.467648,192.168.0.25,4583,10.0.0.81,UDP,2695,891,Info_891,2025-05-06 18:11:39
19,119.97769,192.168.0.27,11749,10.0.0.19,TCP,560,445,Info_608,2025-05-06 18:11:40
20,101.23268,192.168.0.7,7628,10.0.0.163,TCP,9268,1266,Info_215,2025-05-06 18:11:41
21,8.2328205,192.168.0.67,6429,10.0.0.156,TCP,436,613,Info_790,2025-05-06 18:11:42
22,6.858815,192.168.0.34,1155,10.0.0.211,ICMP,989,71,Info_518,2025-05-06 18:11:43
23,24.37551,192.168.0.15,510,10.0.0.41,TCP,1668,125,Info_0,2025-05-06 18:11:44
24,26.979614,192.168.0.84,676,10.0.0.210,UDP,1711,114,Info_36,2025-05-06 18:11:45
25,52.573067,192.168.0.29,122,10.0.0.142,TCP,2260,413,Info_600,2025-05-06 18:11:46
26,66.574356,192.168.0.194,1534,10.0.0.90,UDP,2072,609,Info_199,2025-05-06 18:11:47
27,69.715065,192.168.0.78,1085,10.0.0.200,UDP,2109,513,Info_916,2025-05-06 18:11:48
28,71.44416,192.168.0.117,1110,10.0.0.16,ICMP,2187,599,Info_176,2025-05-06 18:11:49
29,75.61944,192.168.0.154,1132,10.0.0.85,TCP,2333,598,Info_445,2025-05-06 18:11:50
30,76.753006,192.168.0.220,1048,10.0.0.149,UDP,2474,588,Info_523,2025-05-06 18:11:51
31,77.98886,192.168.0.48,717,10.0.0.186,UDP,2585,561,Info_543,2025-05-06 18:11:52
32,79.45566,192.168.0.124,200,10.0.0.227,TCP,2640,521,Info_686,2025-05-06 18:11:53
33,78.39356,192.168.0.254,618,10.0.0.119,ICMP,2746,455,Info_766,2025-05-06 18:11:54
34,78.19586,192.168.0.171,1299,10.0.0.46,UDP,2912,417,Info_290,2025-05-06 18:11:55
35,77.01791,192.168.0.108,2180,10.0.0.166,ICMP,3172,344,Info_882,2025-05-06 18:11:56
36,74.94274,192.168.0.197,2743,10.0.0.239,UDP,3380,277,Info_782,2025-05-06 18:11:57
37,75.70933,192.168.0.226,3000,10.0.0.37,TCP,3815,271,Info_316,2025-05-06 18:11:58
38,77.87711,192.168.0.0,3160,10.0.0.70,ICMP,4249,290,Info_234,2025-05-06 18:11:59
39,79.291306,192.168.0.230,3169,10.0.0.58,ICMP,4630,332,Info_750,2025-05-06 18:12:00
40,78.09899,192.168.0.216,3214,10.0.0.54,ICMP,4853,380,Info_550,2025-05-06 18:12:01
41,75.45875,192.168.0.210,3240,10.0.0.69,ICMP,4980,411,Info_32,2025-05-06 18:12:02
42,74.346146,192.168.0.208,3335,10.0.0.65,UDP,4993,426,Info_886,2025-05-06 18:12:03
43,71.94361,192.168.0.194,3315,10.0.0.55,UDP,4916,435,Info_548,2025-05-06 18:12:04
44,69.52392,192.168.0.180,3144,10.0.0.55,UDP,4881,429,Info_360,2025-05-06 18:12:05
45,67.82855,192.168.0.157,2901,10.0.0.55,UDP,5054,438,Info_832,2025-05-06 18:12:06
46,66.564735,192.168.0.172,2888,10.0.0.63,UDP,5205,442,Info_538,2025-05-06 18:12:07
47,65.368744,192.168.0.167,2800,10.0.0.68,UDP,5435,447,Info_952,2025-05-06 18:12:08
48,63.91399,192.168.0.192,2886,10.0.0.80,UDP,5460,447,Info_286,2025-05-06 18:12:09
49,62.58939,192.168.0.185,2824,10.0.0.84,UDP,5497,452,Info_426,2025-05-06 18:12:10
50,60.66031,192.168.0.200,2958,10.0.0.86,UDP,5422,438,Info_440,2025-05-06 18:12:11
51,59.214813,192.168.0.147,2708,10.0.0.80,UDP,5549,436,Info_186,2025-05-06 18:12:12
52,57.579826,192.168.0.180,2930,10.0.0.85,UDP,5463,424,Info_714,2025-05-06 18:12:13
53,56.698334,192.168.0.157,2802,10.0.0.84,UDP,5529,424,Info_104,2025-05-06 18:12:14
