No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
1,89.071434,192.168.0.71,10611,10.0.0.89,UDP,6781,3200,Info_109,2025-05-06 18:09:47
2,28.44404,192.168.0.113,7470,10.0.0.95,UDP,6344,1011,Info_288,2025-05-06 18:09:48
3,51.741028,192.168.0.4,5831,10.0.0.5,ICMP,11139,1029,Info_369,2025-05-06 18:09:49
4,50.830563,192.168.0.192,2413,10.0.0.67,TCP,10167,862,Info_32,2025-05-06 18:09:50
5,83.448296,192.168.0.0,8915,10.0.0.7,UDP,7348,249,Info_108,2025-05-06 18:09:51
6,76.626,192.168.0.23,3998,10.0.0.144,ICMP,3121,608,Info_541,2025-05-06 18:09:52
7,16.14718,192.168.0.35,19479,10.0.0.64,ICMP,3916,828,Info_701,2025-05-06 18:09:53
8,17.081182,192.168.0.50,6915,10.0.0.64,ICMP,4385,1642,Info_63,2025-05-06 18:09:54
9,10.775732,192.168.0.85,7766,10.0.0.44,TCP,3842,1606,Info_121,2025-05-06 18:09:55
10,46.226658,192.168.0.147,1116,10.0.0.25,TCP,7235,678,Info_314,2025-05-06 18:09:56
11,50.34201,192.168.0.81,2859,10.0.0.108,UDP,5203,952,Info_904,2025-05-06 18:09:57
12,37.12961,192.168.0.221,6842,10.0.0.52,UDP,6647,782,Info_698,2025-05-06 18:09:58
13,117.10932,192.168.0.232,5253,10.0.0.43,TCP,26874,387,Info_822,2025-05-06 18:09:59
14,183.89035,192.168.0.44,26043,10.0.0.15,ICMP,6024,169,Info_99,2025-05-06 18:10:00
15,159.75934,192.168.0.120,4994,10.0.0.133,UDP,2136,1450,Info_479,2025-05-06 18:10:01
16,22.29395,192.168.0.1,5840,10.0.0.113,UDP,22023,413,Info_479,2025-05-06 18:10:02
17,153.40115,192.168.0.4,9345,10.0.0.163,TCP,1351,2496,Info_951,2025-05-06 18:10:03
18,2.3524308,192.168.0.45,10460,10.0.0.75,TCP,4618,683,Info_236,2025-05-06 18:10:04
19,47.069675,192.168.0.184,5061,10.0.0.69,ICMP,5660,707,Info_500,2025-05-06 18:10:05
20,82.250114,192.168.0.190,4849,10.0.0.169,ICMP,6506,539,Info_378,2025-05-06 18:10:06
21,5.2047925,192.168.0.127,6593,10.0.0.48,ICMP,360,587,Info_837,2025-05-06 18:10:07
22,14.040627,192.168.0.211,806,10.0.0.219,TCP,963,55,Info_466,2025-05-06 18:10:08
23,2.7033076,192.168.0.168,118,10.0.0.188,TCP,1526,23,Info_112,2025-05-06 18:10:09
24,1.9286976,192.168.0.230,1329,10.0.0.86,TCP,1204,4,Info_66,2025-05-06 18:10:10
25,27.487337,192.168.0.159,1209,10.0.0.110,TCP,2240,244,Info_194,2025-05-06 18:10:11
26,50.441708,192.168.0.6,45,10.0.0.83,ICMP,2777,518,Info_250,2025-05-06 18:10:12
27,61.34621,192.168.0.241,305,10.0.0.28,ICMP,2541,549,Info_710,2025-05-06 18:10:13
28,66.49095,192.168.0.18,471,10.0.0.61,TCP,2486,571,Info_394,2025-05-06 18:10:14
29,70.512985,192.168.0.98,425,10.0.0.151,ICMP,2618,578,Info_542,2025-05-06 18:10:15
30,73.19599,192.168.0.153,476,10.0.0.6,TCP,2832,589,Info_876,2025-05-06 18:10:16
31,74.84284,192.168.0.245,440,10.0.0.96,UDP,3009,595,Info_864,2025-05-06 18:10:17
32,76.37963,192.168.0.135,80,10.0.0.211,UDP,3207,574,Info_794,2025-05-06 18:10:18
33,79.49857,192.168.0.23,789,10.0.0.42,TCP,3112,563,Info_978,2025-05-06 18:10:19
34,80.63819,192.168.0.203,2020,10.0.0.186,ICMP,3065,507,Info_902,2025-05-06 18:10:20
35,77.97676,192.168.0.167,3170,10.0.0.75,UDP,3344,442,Info_848,2025-05-06 18:10:21
36,75.16412,192.168.0.65,4169,10.0.0.190,ICMP,3598,405,Info_852,2025-05-06 18:10:22
37,72.83215,192.168.0.174,4927,10.0.0.10,UDP,3839,403,Info_454,2025-05-06 18:10:23
38,73.52996,192.168.0.154,5188,10.0.0.2,TCP,4142,435,Info_816,2025-05-06 18:10:24
39,75.37757,192.168.0.105,5400,10.0.0.203,ICMP,4312,455,Info_36,2025-05-06 18:10:25
40,76.445724,192.168.0.50,5603,10.0.0.147,UDP,4500,473,Info_356,2025-05-06 18:10:26
41,76.11239,192.168.0.45,5935,10.0.0.124,TCP,4590,470,Info_640,2025-05-06 18:10:27
42,76.48728,192.168.0.25,6160,10.0.0.88,TCP,4713,481,Info_650,2025-05-06 18:10:28
43,75.21325,192.168.0.34,6294,10.0.0.81,ICMP,4715,459,Info_866,2025-05-06 18:10:29
44,73.29082,192.168.0.35,6366,10.0.0.81,ICMP,4843,448,Info_426,2025-05-06 18:10:30
45,71.5556,192.168.0.48,6500,10.0.0.82,ICMP,5016,439,Info_460,2025-05-06 18:10:31
46,70.43131,192.168.0.48,6521,10.0.0.66,ICMP,5191,451,Info_980,2025-05-06 18:10:32
47,68.53919,192.168.0.60,6535,10.0.0.60,ICMP,5247,454,Info_32,2025-05-06 18:10:33
48,67.17851,192.168.0.60,6378,10.0.0.60,ICMP,5282,456,Info_266,2025-05-06 18:10:34
49,65.632095,192.168.0.65,6160,10.0.0.76,ICMP,5210,449,Info_282,2025-05-06 18:10:35
50,64.0466,192.168.0.72,5960,10.0.0.85,ICMP,5120,439,Info_320,2025-05-06 18:10:36
51,61.71697,192.168.0.58,5681,10.0.0.88,UDP,5058,422,Info_472,2025-05-06 18:10:37
52,60.10682,192.168.0.40,5431,10.0.0.86,UDP,5017,403,Info_790,2025-05-06 18:10:38
53,57.52378,192.168.0.49,5355,10.0.0.91,UDP,4920,379,Info_612,2025-05-06 18:10:39
54,55.52613,192.168.0.46,5229,10.0.0.91,UDP,4862,361,Info_820,2025-05-06 18:10:40
55,52.358795,192.168.0.65,5258,10.0.0.100,UDP,4731,340,Info_762,2025-05-06 18:10:41
56,50.739723,192.168.0.49,5075,10.0.0.97,TCP,4712,331,Info_810,2025-05-06 18:10:42
57,48.03147,192.168.0.66,5057,10.0.0.108,TCP,4617,312,Info_640,2025-05-06 18:10:43
58,48.261047,192.168.0.30,4734,10.0.0.106,TCP,4647,305,Info_316,2025-05-06 18:10:44
59,45.073956,192.168.0.65,4795,10.0.0.128,TCP,4512,275,Info_756,2025-05-06 18:10:45
60,46.462208,192.168.0.254,4439,10.0.0.114,TCP,4518,267,Info_364,2025-05-06 18:10:46
61,41.285088,192.168.0.71,4820,10.0.0.131,TCP,4266,230,Info_278,2025-05-06 18:10:47
62,44.498642,192.168.0.213,4342,10.0.0.90,TCP,4361,240,Info_472,2025-05-06 18:10:48
63,37.05486,192.168.0.71,4926,10.0.0.118,ICMP,4030,208,Info_300,2025-05-06 18:10:49
64,44.137413,192.168.0.163,4223,10.0.0.64,ICMP,4274,218,Info_172,2025-05-06 18:10:50
65,34.425026,192.168.0.64,4949,10.0.0.106,ICMP,3836,178,Info_812,2025-05-06 18:10:51
66,43.248756,192.168.0.140,4173,10.0.0.54,ICMP,4142,185,Info_528,2025-05-06 18:10:52
67,31.201393,192.168.0.67,4995,10.0.0.106,UDP,3622,139,Info_820,2025-05-06 18:10:53
68,41.809635,192.168.0.118,4169,10.0.0.40,UDP,3986,158,Info_936,2025-05-06 18:10:54
69,28.807741,192.168.0.66,5001,10.0.0.111,UDP,3462,106,Info_868,2025-05-06 18:10:55
70,44.55145,192.168.0.27,3865,10.0.0.7,UDP,3924,137,Info_330,2025-05-06 18:10:56
71,27.65053,192.168.0.85,5052,10.0.0.128,UDP,3293,67,Info_356,2025-05-06 18:10:57
72,48.013615,192.168.0.128,3291,10.0.0.238,UDP,3993,127,Info_774,2025-05-06 18:10:58
73,19.545584,192.168.0.207,5452,10.0.0.179,UDP,2925,25,Info_816,2025-05-06 18:10:59
74,48.856567,192.168.0.1,2893,10.0.0.201,TCP,4013,116,Info_352,2025-05-06 18:11:00
75,9.148126,192.168.0.5,5762,10.0.0.191,TCP,2589,18,Info_358,2025-05-06 18:11:01
76,46.233612,192.168.0.206,2855,10.0.0.188,TCP,3935,93,Info_670,2025-05-06 18:11:02
77,6.0868783,192.168.0.245,5749,10.0.0.192,TCP,2471,4,Info_254,2025-05-06 18:11:03
78,43.913956,192.168.0.193,2837,10.0.0.199,TCP,3838,62,Info_172,2025-05-06 18:11:04
79,4.6880646,192.168.0.9,5737,10.0.0.217,TCP,2380,28,Info_426,2025-05-06 18:11:05
80,41.325134,192.168.0.185,2811,10.0.0.215,TCP,3737,35,Info_142,2025-05-06 18:11:06
81,1.9466565,192.168.0.11,5704,10.0.0.240,TCP,2266,63,Info_646,2025-05-06 18:11:07
82,40.10584,192.168.0.145,2677,10.0.0.213,TCP,3691,18,Info_722,2025-05-06 18:11:08
83,0.97250193,192.168.0.236,5556,10.0.0.252,ICMP,2216,96,Info_290,2025-05-06 18:11:09
84,39.211613,192.168.0.106,2522,10.0.0.211,TCP,3650,2,Info_708,2025-05-06 18:11:10
85,1.2398913,192.168.0.225,5479,10.0.0.8,ICMP,2116,124,Info_918,2025-05-06 18:11:11
86,35.3949,192.168.0.96,2583,10.0.0.212,ICMP,3497,18,Info_456,2025-05-06 18:11:12
