No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
1,159.47261,192.168.0.114,6314,10.0.0.0,TCP,8787,88,Info_202,2025-05-06 18:12:04
2,78.51502,192.168.0.29,11474,10.0.0.127,TCP,3919,238,Info_591,2025-05-06 18:12:05
3,38.555656,192.168.0.32,9368,10.0.0.37,TCP,3554,782,Info_887,2025-05-06 18:12:06
4,82.72769,192.168.0.77,16034,10.0.0.43,TCP,20662,347,Info_852,2025-05-06 18:12:07
5,143.7607,192.168.0.65,2936,10.0.0.149,TCP,5143,357,Info_779,2025-05-06 18:12:08
6,202.83165,192.168.0.28,24377,10.0.0.43,ICMP,8925,979,Info_263,2025-05-06 18:12:09
7,152.58186,192.168.0.99,6957,10.0.0.58,ICMP,581,24,Info_133,2025-05-06 18:12:10
8,33.313465,192.168.0.79,3588,10.0.0.113,TCP,4401,995,Info_326,2025-05-06 18:12:11
9,281.49692,192.168.0.50,370,10.0.0.58,UDP,3886,243,Info_70,2025-05-06 18:12:12
10,5.8018036,192.168.0.140,164,10.0.0.78,ICMP,12806,2439,Info_114,2025-05-06 18:12:13
11,152.50075,192.168.0.80,4588,10.0.0.185,TCP,11564,1636,Info_170,2025-05-06 18:12:14
12,52.852867,192.168.0.36,2281,10.0.0.236,ICMP,2897,1389,Info_546,2025-05-06 18:12:15
13,49.995964,192.168.0.167,5591,10.0.0.148,ICMP,2683,546,Info_371,2025-05-06 18:12:16
14,64.36288,192.168.0.39,875,10.0.0.156,TCP,7424,989,Info_159,2025-05-06 18:12:17
15,43.572254,192.168.0.54,6518,10.0.0.10,ICMP,5027,1850,Info_72,2025-05-06 18:12:18
16,104.1537,192.168.0.105,25574,10.0.0.1,UDP,6847,846,Info_273,2025-05-06 18:12:19
17,115.618805,192.168.0.59,8571,10.0.0.76,TCP,22876,1238,Info_162,2025-05-06 18:12:20
18,1.9911172,192.168.0.67,4111,10.0.0.177,ICMP,8732,2832,Info_614,2025-05-06 18:12:21
19,17.253893,192.168.0.141,1147,10.0.0.34,UDP,5740,340,Info_284,2025-05-06 18:12:22
20,48.25099,192.168.0.25,2283,10.0.0.48,UDP,1283,3522,Info_93,2025-05-06 18:12:23
21,4.687126,192.168.0.188,6794,10.0.0.67,ICMP,582,579,Info_159,2025-05-06 18:12:24
22,19.05706,192.168.0.211,836,10.0.0.231,TCP,866,73,Info_108,2025-05-06 18:12:25
23,1.3815298,192.168.0.20,729,10.0.0.216,UDP,1849,63,Info_664,2025-05-06 18:12:26
24,8.228477,192.168.0.209,869,10.0.0.29,TCP,1566,19,Info_466,2025-05-06 18:12:27
25,13.84698,192.168.0.196,1586,10.0.0.81,ICMP,1695,177,Info_158,2025-05-06 18:12:28
26,49.353523,192.168.0.50,347,10.0.0.153,TCP,2758,583,Info_168,2025-05-06 18:12:29
27,61.85786,192.168.0.74,1180,10.0.0.173,UDP,2726,642,Info_340,2025-05-06 18:12:30
28,61.23948,192.168.0.241,1078,10.0.0.240,TCP,2423,650,Info_740,2025-05-06 18:12:31
29,57.329792,192.168.0.148,566,10.0.0.99,UDP,2418,588,Info_688,2025-05-06 18:12:32
30,60.295876,192.168.0.179,642,10.0.0.169,ICMP,2538,590,Info_652,2025-05-06 18:12:33
31,59.64006,192.168.0.36,269,10.0.0.78,ICMP,2852,555,Info_258,2025-05-06 18:12:34
32,65.17721,192.168.0.100,71,10.0.0.157,TCP,3080,584,Info_550,2025-05-06 18:12:35
33,64.09782,192.168.0.19,781,10.0.0.47,ICMP,3353,523,Info_266,2025-05-06 18:12:36
34,68.98707,192.168.0.89,1216,10.0.0.95,ICMP,3211,534,Info_946,2025-05-06 18:12:37
35,70.46245,192.168.0.194,1864,10.0.0.165,TCP,3233,513,Info_700,2025-05-06 18:12:38
36,66.50191,192.168.0.159,3166,10.0.0.67,ICMP,3480,433,Info_990,2025-05-06 18:12:39
37,62.54657,192.168.0.56,4392,10.0.0.187,TCP,3804,442,Info_770,2025-05-06 18:12:40
38,61.48595,192.168.0.71,5035,10.0.0.209,ICMP,4119,475,Info_392,2025-05-06 18:12:41
39,59.37037,192.168.0.64,5563,10.0.0.213,UDP,4326,486,Info_226,2025-05-06 18:12:42
40,57.92653,192.168.0.41,5971,10.0.0.201,TCP,4555,507,Info_4,2025-05-06 18:12:43
41,56.19265,192.168.0.19,6288,10.0.0.179,ICMP,4694,526,Info_966,2025-05-06 18:12:44
42,54.74897,192.168.0.8,6368,10.0.0.183,UDP,4758,510,Info_610,2025-05-06 18:12:45
