No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,1132277.506623,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.10867
2,1170354.033829,10.42.0.13,50725,10.42.0.49,52432,TCP,54,50385  >  52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0,0.003259
3,324133.906417,10.42.0.13,60924,10.42.0.49,52432,TCP,54,60920  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.00557
4,1153820.997098,10.42.0.13,50581,10.42.0.49,52432,TCP,54,50559  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.000108
5,1132280.590249,10.42.0.13,50326,10.42.0.28,80,TCP,54,65050  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000105
6,351019.812854,10.42.0.13,51381,10.42.0.28,80,TCP,54,51381  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.004325
7,1170355.655292,10.42.0.13,50581,10.42.0.49,52432,TCP,54,50556  >  52432 [ACK] Seq=414 Ack=302 Win=65535 Len=0,0.003861
8,1145311.706036,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=252216 Ack=14028 Win=5111 Len=0,0.167965
9,1170555.823027,10.42.0.49,52432,10.42.0.13,50576,TCP,54,52432  >  50541 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.002106
10,412507.117918,10.42.0.49,52432,10.42.0.13,62468,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.044581
11,1141426.499663,10.42.0.49,52432,10.42.0.13,50535,TCP,54,52432  >  50532 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.126884
12,255906.356721,10.42.0.13,52728,10.42.0.28,80,TCP,54,52732  >  80 [ACK] Seq=482 Ack=103 Win=65535 Len=0,0.000105
13,1178006.583259,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.120585
14,1132279.353921,10.42.0.49,52432,10.42.0.13,50320,TCP,54,52432  >  50321 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.103028
15,418617.222496,10.42.0.49,61389,54.216.1.110,443,TCP,54,61389  >  443 [ACK] Seq=112852 Ack=7916 Win=5702 Len=0,0.192966
16,1143444.906763,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000406
17,1132280.717557,10.42.0.13,50408,10.42.0.49,52432,TCP,54,50405  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.004693
18,1132277.20801,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=28968 Ack=22199 Win=5849 Len=0,0.206945
19,1174554.71323,10.42.0.49,5353,224.0.0.251,5353,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A,",
20,361231.653238,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000253
21,1181964.92079,10.42.0.13,50919,10.42.0.49,52432,TCP,54,50995  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.000368
22,353509.418979,10.42.0.13,51381,10.42.0.28,80,TCP,54,51381  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.001048
23,1134778.614143,10.42.0.49,52432,10.42.0.13,50311,HTTP,491,Continuation,0.004013
24,419010.605368,10.42.0.13,51725,10.42.0.28,80,TCP,54,51728  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000102
25,353509.445852,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.010545
26,350984.132592,10.42.0.49,52432,10.42.0.13,61872,HTTP,1096,Continuation,0.007143
27,353509.70325,10.42.0.28,55988,34.241.185.170,443,TLSv1.2,123,Application Data,0.017554
28,255907.025994,10.42.0.13,52750,10.42.0.28,80,TCP,54,52775  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.00105
29,1174785.988575,10.42.0.49,52432,10.42.0.13,50812,TCP,54,52432  >  50855 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.003132
30,1166804.061927,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=111292 Ack=100740 Win=5202 Len=0,0.078589
31,1176946.630749,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000324
