No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,1178000.93023,10.42.0.13,5353,10.42.0.49,5353,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.000241
2,1143494.92854,10.42.0.49,52432,10.42.0.13,50549,TCP,54,52432  >  50494 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000176
3,315228.167081,10.42.0.13,59433,10.42.0.28,80,TCP,54,59495  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000112
4,351001.605177,10.42.0.28,80,10.42.0.13,51349,TCP,58,"80  >  51351 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.000111
5,1161017.545383,10.42.0.49,52432,10.42.0.13,50406,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.042702
6,365417.588988,10.42.0.49,61388,54.216.1.110,443,TLSv1.2,123,Application Data,3.738079
7,1178003.667839,10.42.0.49,52432,10.42.0.13,50703,TCP,54,52432  >  50832 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.103138
8,256286.161576,10.42.0.49,61386,54.216.1.110,443,TCP,54,61386  >  443 [ACK] Seq=11347 Ack=134988 Win=5840 Len=0,0.123185
9,1166737.952074,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.125818
10,1147178.536592,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001037
11,1132277.963821,10.42.0.13,50329,10.42.0.49,52432,TCP,54,50326  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003256
12,351024.538884,10.42.0.13,51349,10.42.0.28,80,TCP,54,51343  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.004334
13,1178006.134585,10.42.0.49,52432,10.42.0.13,50948,TCP,54,52432  >  50614 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.106134
14,351024.990054,10.42.0.13,51349,10.42.0.28,80,TCP,54,51381  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.00425
15,1158388.18425,10.42.0.49,52432,10.42.0.13,50949,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.042515
16,1175498.854929,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.010854
17,1132277.910065,10.42.0.13,65056,10.42.0.49,52432,TCP,54,50590  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.003659
18,1182027.734323,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.137726
19,1147178.464263,10.42.0.49,52432,10.42.0.13,50894,HTTP,1096,Continuation,0.009526
20,1170554.555869,10.42.0.13,50578,10.42.0.49,52432,TCP,54,50557  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.006555
21,1166077.91431,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.108369
22,240090.452132,10.42.0.49,52432,10.42.0.13,59469,TCP,54,52432  >  59725 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.001014
23,1167178.03329,10.42.0.13,50852,10.42.0.49,52432,TCP,54,50828  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003193
24,1132277.586583,10.42.0.13,50404,10.42.0.49,52432,TCP,54,50404  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003481
25,351024.92432,10.42.0.28,80,10.42.0.13,51387,TCP,54,80  >  51374 [ACK] Seq=1 Ack=514 Win=2406 Len=0,0.000197
26,353509.493215,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.004824
27,318920.854126,10.42.0.49,5353,224.0.0.251,5353,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A,",
28,241158.743466,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.008453
29,1170555.266438,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.002058
30,1171378.483893,10.42.0.49,5353,224.0.0.251,5353,MDNS,291,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 52432 Meross_Smart_Plug.local A, cache flush 10.42.0.49 AAA",
31,1154744.258053,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.004252
32,324132.657888,10.42.0.13,50104,10.42.0.28,80,TCP,54,50130  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000113
33,410997.92797,10.42.0.49,61389,54.216.1.110,443,TLSv1.2,555,Application Data,0.008449
34,1161248.151455,10.42.0.49,52432,10.42.0.13,50552,TCP,54,[TCP Keep-Alive ACK] 52432  >  50505 [ACK] Seq=1781 Ack=496 Win=5345 Len=0,0.00
35,351063.634031,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000251
36,351024.904288,10.42.0.13,51349,10.42.0.28,80,TCP,54,51349  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.001104
37,1178006.683326,10.42.0.13,50820,10.42.0.49,52432,TCP,54,50952  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003143
