No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,1144854.153715,10.42.0.49,52432.0,10.42.0.13,50565.0,TCP,54,"52432  >  50549 [FIN, ACK] Seq=1781 Ack=497 Win=5344 Len=0",0.002353
2,1165663.506086,10.42.0.49,61395.0,99.81.71.200,443.0,TLSv1.2,539,Application Data,0.257424
3,348937.402178,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Plug",
4,418406.153419,10.42.0.49,61389.0,54.216.1.110,443.0,TCP,54,61389  >  443 [ACK] Seq=2495 Ack=414787 Win=5240 Len=0,0.137104
5,1184011.595448,10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.030952
6,355099.724615,10.42.0.13,51328.0,10.42.0.28,80.0,TCP,54,51395  >  80 [ACK] Seq=482 Ack=103 Win=65535 Len=0,0.000278
7,351007.39499,10.42.0.13,51701.0,10.42.0.28,80.0,HTTP,182,POST /app/request?seq=1714122211 HTTP/1.1  (application/x-www-form-urlencoded),6.2e-05
8,256230.369488,10.42.0.13,59827.0,10.42.0.49,52432.0,HTTP,305,POST /pair-verify HTTP/1.1  (application/pairing+tlv8),0.016953
9,375990.698295,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000439
10,360156.390063,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.035229
11,350727.869138,10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A,",
12,1144073.060682,10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 SRV MSS210-9f39._hap._tcp.local, ""QU"" question",0.001146
13,319039.117653,10.42.0.28,80.0,10.42.0.13,59177.0,TCP,54,80  >  59652 [ACK] Seq=1 Ack=483 Win=2438 Len=0,0.001259
14,423735.460202,10.42.0.49,61389.0,54.216.1.110,443.0,TLSv1.2,539,Application Data,0.015978
15,422983.580973,10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,291,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 52432 Meross_Smart_Plug.local A, cache flush 10.42.0.49 AAAA",
16,382329.844476,10.42.0.49,52432.0,10.42.0.13,60969.0,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.259483
17,1167551.756007,10.42.0.49,61395.0,99.81.71.200,443.0,TCP,54,61395  >  443 [ACK] Seq=5790 Ack=192929922702712 [TCP PDU reassembled in 04369,
18,356862.899268,10.42.0.49,52432.0,10.42.0.13,61909.0,TCP,54,52432  >  61953 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.004325
19,1167471.632828,10.42.0.13,50859.0,10.42.0.49,52432.0,HTTP,216,POST /pair-verify HTTP/1.1  (application/pairing+tlv8),0.000114
20,1182029.359769,10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.127661
21,405097.705266,10.42.0.13,51520.0,10.42.0.28,80.0,TCP,54,51520  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.005109
22,361436.75169,10.42.0.49,52432.0,10.42.0.13,61987.0,TCP,58,"52432  >  61822 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460",0.006677
23,248732.339921,10.42.0.13,59646.0,10.42.0.49,52432.0,TCP,54,59369  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.001729
24,319005.479417,10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.112103
25,1146232.710069,99.81.71.200,443.0,10.42.0.49,61395.0,TLSv1.2,123,Application Data,0.039716
26,1183202.385568,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Pl",
27,346483.634401,,,,,MDNS,107,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",7.872
28,1183776.025221,10.42.0.28,55990.0,52.212.130.239,443.0,TCP,54,55990  >  443 [ACK] Seq=3458 Ack=3168 Win=2471 Len=0,0.105836
29,259977.692851,10.42.0.49,52432.0,10.42.0.13,59895.0,TCP,54,52432  >  59898 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.012071
30,1179908.995443,10.42.0.13,50718.0,10.42.0.28,80.0,TCP,54,57071  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.002563
31,1158886.454463,10.42.0.49,52432.0,10.42.0.13,50740.0,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.232994
