No.,Time,Source,Source port,Destination,Destination port,proto,Length,Info,Date time
1,1142231.880274,10.42.0.49,52432.0,10.42.0.13,50491.0,TCP,54,52432  >  50491 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.002413
2,233044.745851,10.42.0.13,50728.0,10.42.0.49,52432.0,TCP,54,59484  >  52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0,0.000118
3,324132.264655,10.42.0.13,50941.0,10.42.0.49,52432.0,TCP,54,59492  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.007014
4,351001.619785,10.42.0.28,80.0,10.42.0.13,51351.0,TCP,58,"80  >  51365 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.001109
5,355633.720162,10.42.0.49,52432.0,10.42.0.13,61830.0,HTTP,1096,Continuation,0.001153
6,1183203.46324,10.42.0.49,52432.0,10.42.0.13,50533.0,TCP,54,52432  >  50320 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000223
7,1132277.587581,10.42.0.49,61395.0,99.81.71.200,443.0,TLSv1.2,555,Application Data,0.10853
8,324132.07365,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000371
9,1132280.788363,10.42.0.49,52432.0,10.42.0.13,50349.0,TCP,54,52432  >  50389 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.103169
10,1182027.062083,10.42.0.13,59181.0,10.42.0.49,52432.0,TCP,54,51006  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003233
11,320015.403696,10.42.0.13,51369.0,10.42.0.28,80.0,TCP,54,51393  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.000107
12,316039.591651,10.42.0.13,59619.0,10.42.0.28,80.0,TCP,54,59509  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.00055
13,1177695.638282,10.42.0.49,61395.0,99.81.71.200,443.0,TCP,54,61395  >  443 [ACK] Seq=125568 Ack=187535 Win=5240 Len=0,0.107531
14,1157143.659283,10.42.0.49,52432.0,10.42.0.13,50533.0,TCP,54,"52432  >  50532 [FIN, ACK] Seq=1781 Ack=497 Win=5344 Len=0",0.000258
15,1151260.658018,10.42.0.49,61395.0,99.81.71.200,443.0,TLSv1.2,539,Application Data,0.123587
16,262597.120862,10.42.0.13,59827.0,10.42.0.28,80.0,TCP,54,52928  >  80 [ACK] Seq=482 Ack=103 Win=65535 Len=0,0.000105
17,351024.99009,10.42.0.13,51341.0,10.42.0.28,80.0,TCP,54,51389  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.000105
18,351019.93259,10.42.0.13,51353.0,10.42.0.28,80.0,TCP,54,51381  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.000105
19,418617.470426,10.42.0.49,52432.0,10.42.0.13,62581.0,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.043442
20,1139330.253103,10.42.0.49,61395.0,99.81.71.200,443.0,TCP,54,61395  >  443 [ACK] Seq=22682 Ack=221497 Win=5111 Len=0,0.213656
21,1162131.348598,10.42.0.13,50395.0,10.42.0.49,52432.0,TCP,54,50531  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.003059
22,1170355.660065,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Pl",
23,1149936.541545,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000653
24,1174186.716452,10.42.0.49,52432.0,10.42.0.13,50814.0,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.041551
25,1150942.846968,10.42.0.13,50505.0,10.42.0.49,52432.0,TCP,54,50552  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003951
26,420085.09265,10.42.0.13,51474.0,10.42.0.28,80.0,TCP,54,51464  >  80 [ACK] Seq=515 Ack=104 Win=65535 Len=0,0.000105
27,1152941.506338,10.42.0.49,61395.0,99.81.71.200,443.0,TCP,54,61395  >  443 [ACK] Seq=126927 Ack=15790 Win=5702 Len=0,0.265232
28,1150928.417731,10.42.0.49,61395.0,99.81.71.200,443.0,TCP,54,61395  >  443 [ACK] Seq=115562 Ack=17330 Win=4520 Len=0,0.219879
29,1142780.640869,10.42.0.13,50506.0,10.42.0.49,52432.0,TCP,54,50605  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.004256
30,1154900.129426,10.42.0.49,52432.0,10.42.0.13,50550.0,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.047957
31,1167474.293235,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.002263
32,1183209.288282,10.42.0.49,52432.0,10.42.0.13,51054.0,TCP,54,"52432  >  50906 [FIN, ACK] Seq=1781 Ack=497 Win=5344 Len=0",0.000256
33,1132277.578146,10.42.0.49,52432.0,10.42.0.13,50810.0,HTTP,1096,Continuation,0.006685
34,373209.654534,10.42.0.13,61892.0,10.42.0.49,52432.0,TCP,54,61923  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003299
35,1178000.197929,10.42.0.49,52432.0,10.42.0.13,50758.0,TCP,54,52432  >  50991 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.003875
36,351008.530011,10.42.0.28,80.0,10.42.0.13,51350.0,TCP,54,80  >  51341 [ACK] Seq=1 Ack=483 Win=2438 Len=0,0.000135
37,256373.790029,10.42.0.49,61386.0,54.216.1.110,443.0,TLSv1.2,555,Application Data,0.020677
38,1149447.901232,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.010228
