No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,1132277.342354,10.42.0.13,50328,10.42.0.49,52432,TCP,54,50328  >  52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0,0.003568
2,1162451.802137,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=191297 Ack=12331 Win=5702 Len=0,0.127139
3,1142296.510799,10.42.0.49,52432,10.42.0.13,50562,TCP,54,[TCP Keep-Alive ACK] 52432  >  50976 [ACK] Seq=1781 Ack=496 Win=5345 Len=0,0.00
4,1150942.211097,10.42.0.13,50552,10.42.0.49,52432,TCP,54,50552  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.002314
5,1145479.670569,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000762
6,1132276.857016,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=33042 Ack=31389 Win=5702 Len=0,0.167879
7,351008.308581,10.42.0.28,80,10.42.0.13,51340,TCP,58,"80  >  51385 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.000113
8,1184202.148128,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=12746 Ack=10799 Win=5840 Len=0,0.16995
9,350985.645429,10.42.0.13,61768,10.42.0.49,52432,TCP,54,61864  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003687
10,418617.615445,10.42.0.49,61389,54.216.1.110,443,TCP,54,61389  >  443 [ACK] Seq=11192 Ack=60064 Win=5111 Len=0,0.271523
11,351019.908416,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000256
12,1176738.634919,10.42.0.49,52432,10.42.0.13,50859,TCP,54,52432  >  50864 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000259
13,1174566.647335,10.42.0.49,5353,224.0.0.251,5353,MDNS,291,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 52432 Meross_Smart_Plug.local A, cache flush 10.42.0.49 AAA",
14,351002.413219,10.42.0.13,51387,10.42.0.28,80,TCP,54,51383  >  80 [ACK] Seq=482 Ack=103 Win=65535 Len=0,0.000101
15,422073.407641,10.42.0.49,52432,10.42.0.13,62769,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.049669
16,419207.407997,10.42.0.49,52432,10.42.0.13,62581,HTTP,1096,Continuation,0.008467
17,1184263.197546,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=109307 Ack=199030 Win=4520 Len=0,0.11118
18,1171123.782949,10.42.0.49,52432,10.42.0.13,50495,TCP,54,52432  >  50314 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.005259
19,1149547.900168,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001045
20,1147629.211582,10.42.0.49,52432,10.42.0.13,50615,TCP,54,52432  >  50614 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000149
21,1158387.07652,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001081
22,350988.964891,10.42.0.13,61871,10.42.0.49,52432,TCP,54,61871  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003899
23,355631.757034,10.42.0.13,61836,10.42.0.49,52432,TCP,54,61878  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.007378
24,1149117.065172,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001175
25,422076.296937,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.008868
26,1181962.25936,10.42.0.49,52432,10.42.0.13,50705,TCP,54,52432  >  50503 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000156
27,1170348.186975,10.42.0.13,50811,10.42.0.49,52432,TCP,54,50715  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.003967
28,1171130.688985,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000227
29,351019.90663,10.42.0.28,80,10.42.0.13,51353,TCP,58,"80  >  51351 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.000107
30,351024.94334,10.42.0.13,51387,10.42.0.28,80,TCP,54,51367  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.00465
31,351015.114996,10.42.0.13,51387,10.42.0.28,80,TCP,54,51396  >  80 [ACK] Seq=483 Ack=102 Win=65535 Len=0,0.000105
32,242739.435125,10.42.0.49,52432,10.42.0.13,59489,TCP,54,52432  >  59823 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000134
33,1154700.520077,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.106516
34,1141425.507545,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000138
35,351015.626112,10.42.0.28,80,10.42.0.13,51364,TCP,54,80  >  51382 [ACK] Seq=1 Ack=483 Win=2438 Len=0,0.004583
36,369633.735315,10.42.0.49,61388,54.216.1.110,443,TCP,54,61388  >  443 [ACK] Seq=11248 Ack=1590 Win=5111 Len=0,0.183222
37,1174894.559384,10.42.0.49,52432,10.42.0.13,50541,TCP,54,52432  >  50505 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.004966
38,324132.103089,10.42.0.13,50380,10.42.0.49,80,TCP,54,50340  >  80 [ACK] Seq=483 Ack=552 Win=65535 Len=0,0.000109
39,1166739.067072,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.102287
