No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,411035.245094,10.42.0.49,52432.0,10.42.0.13,62404.0,HTTP,1096,Continuation,0.001025
2,1166939.06373,10.42.0.49,61395.0,99.81.71.200,443.0,TLSv1.2,123,Application Data,59.223468
3,1181297.989377,10.42.0.13,50881.0,10.42.0.49,52432.0,TCP,54,50882  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.008798
4,380143.89644,10.42.0.13,58443.0,10.42.0.49,52432.0,TCP,54,"55387  >  52432 [FIN, ACK] Seq=496 Ack=1781 Win=65535 Len=0",0.000477
5,239256.909351,10.42.0.28,80.0,10.42.0.13,52929.0,TCP,54,80  >  52952 [ACK] Seq=199 Ack=483 Win=2438 Len=0,0.000129
6,254287.72949,10.42.0.13,59757.0,10.42.0.49,52432.0,TCP,54,[TCP Keep-Alive] 58683  >  52432 [ACK] Seq=495 Ack=1781 Win=65535 Len=0,1.5119
7,1143618.552258,10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A",
8,414279.149164,10.42.0.49,52432.0,10.42.0.13,62462.0,HTTP,274,HTTP/1.1 200 OK  (application/pairing+tlv8),0.040111
9,353355.198888,10.42.0.49,61388.0,54.216.1.110,443.0,TLSv1.2,123,Application Data,25.927643
10,354147.890438,10.42.0.13,61723.0,10.42.0.49,52432.0,TCP,54,61819  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.001812
11,262609.983736,10.42.0.28,58273.0,52.212.130.239,443.0,TCP,54,58273  >  443 [ACK] Seq=20856 Ack=1323 Win=22020 Len=0,0.039219
12,238913.09286,10.42.0.13,51077.0,10.42.0.28,80.0,TCP,78,"51298  >  80 [SYN, ECE, CWR, AE] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=19149757",
13,233038.541598,10.42.0.13,50761.0,10.42.0.28,80.0,TCP,54,51365  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.001227
14,354927.76613,10.42.0.49,61388.0,54.216.1.110,443.0,TCP,54,61388  >  443 [ACK] Seq=111952 Ack=79380 Win=5111 Len=0,0.179053
15,405104.380017,10.42.0.28,80.0,10.42.0.13,51474.0,HTTP,502,HTTP/1.1 200 OK  (text/html),0.000353
16,377294.599383,10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A,",
17,405121.251674,10.42.0.28,80.0,10.42.0.13,51506.0,TCP,156,"80  >  51429 [PSH, ACK] Seq=1 Ack=515 Win=2406 Len=102 [TCP PDU reassembled in 47468]",
18,351015.412112,10.42.0.13,59497.0,10.42.0.49,52432.0,TCP,54,[TCP Keep-Alive] 50608  >  52432 [ACK] Seq=495 Ack=1781 Win=65535 Len=0,0.665
19,241540.970077,10.42.0.49,52432.0,10.42.0.13,59638.0,TCP,54,"52432  >  59890 [FIN, ACK] Seq=1781 Ack=497 Win=5344 Len=0",0.003111
20,361.677361,10.42.0.49,61388.0,54216.1.1110,443.0,TLSv1.2,539,Application Data,0.101538
21,408624.277633,10.42.0.13,62389.0,10.42.0.49,52432.0,TCP,54,62361  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.017046
22,1151890.965695,10.42.0.13,50574.0,10.42.0.49,52432.0,TCP,54,"50559  >  52432 [FIN, ACK] Seq=496 Ack=1781 Win=65535 Len=0",0.043239
23,420692.437676,10.42.0.13,62603.0,10.42.0.49,52432.0,TCP,54,"62600  >  52432 [FIN, ACK] Seq=496 Ack=1781 Win=65535 Len=0",1.116642
24,362940.965931,10.42.0.49,61387.0,54.216.1.110,443.0,TLSv1.2,555,Application Data,0.087864
25,358073.420998,10.42.0.13,61895.0,10.42.0.49,52432.0,TCP,54,"61971  >  52432 [FIN, ACK] Seq=496 Ack=1781 Win=65535 Len=0",1.277229
26,351062.087154,10.42.0.49,61388.0,54.216.1.110,443.0,TCP,54,61388  >  443 [ACK] Seq=62496 Ack=25182 Win=5840 Len=0,0.235548
27,349332.736554,10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A,",
28,1141900.729235,99.81.71.200,443.0,10.42.0.49,61395.0,TLSv1.2,123,Application Data,0.039899
29,1142475.05768,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.007755
30,424308.461975,10.42.0.49,52432.0,10.42.0.13,62636.0,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.027616
31,325723.710894,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Plug",
32,174386.648618,10.42.0.49,61385.0,99.81.71.200,443.0,TLSv1.2,539,Application Data,0.108941
33,347038.883975,10.42.0.49,61388.0,54.216.1.110,443.0,TLSv1.2,539,Application Data,0.100886
34,1147476.493262,10.42.0.13,50534.0,10.42.0.49,52432.0,TCP,54,50342  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.007738
35,418185.40087,54.216.1.110,443.0,10.42.0.49,61389.0,TLSv1.2,123,Application Data,0.038776
36,410466.317643,10.42.0.13,62411.0,10.42.0.49,52432.0,TCP,54,62444  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.002358
37,422841.554229,10.42.0.13,62892.0,10.42.0.49,52432.0,TCP,54,62592  >  52432 [ACK] Seq=414 Ack=302 Win=65535 Len=0,0.007731
38,429400.220667,10.42.0.28,55989.0,34.243.103.189,443.0,TCP,54,55989  >  443 [ACK] Seq=2509 Ack=64497 Win=2409 Len=0,0.115571
39,410515.691079,10.42.0.13,62591.0,10.42.0.28,80.0,TCP,54,51497  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.002876
40,353533.759184,10.42.0.28,80.0,10.42.0.13,51433.0,TCP,54,80  >  51338 [ACK] Seq=552 Ack=483 Win=2438 Len=0,0.012413
41,1174725.198791,10.42.0.49,52432.0,10.42.0.13,50859.0,TCP,54,[TCP Keep-Alive ACK] 52432  >  50785 [ACK] Seq=1781 Ack=496 Win=5345 Len=0,0.00
42,3741.532079,10.42.0.140,59848.0,10.42.0.28,80.0,TCP,54,59888  >  80 [ACK] Seq=483 Ack=231 Win=65535 Len=0,0.002313
43,1145778.916047,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Pl",
44,377104.115166,10.42.0.28,80.0,10.42.0.13,51392.0,TCP,58,"80  >  51382 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.002962
45,1137882.480395,,,,,MDNS,290,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SR",
46,1152376.841765,10.42.0.13,50529.0,10.42.0.49,52432.0,TCP,54,50556  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.025116
47,369720.268393,54.216.1.110,443.0,10.42.0.49,61387.0,TLSv1.2,123,Application Data,0.033823
48,367855.12347,54.216.1.110,443.0,10.42.0.49,61388.0,TLSv1.2,123,Application Data,0.034215
49,160581.587711,54.170.92.104,443.0,10.42.0.28,58272.0,TLSv1.2,123,Application Data,0.041185
50,1166051.830684,10.42.0.49,52432.0,10.42.0.13,50941.0,HTTP,1096,Continuation,0.010724
51,262340.61486,10.42.0.49,61386.0,54.216.1.110,443.0,TCP,54,61386  >  443 [ACK] Seq=39449 Ack=17875 Win=4451 Len=0,0.135573
52,264568.88451,10.42.0.49,52432.0,10.42.0.13,62971.0,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.10457
53,351015.690006,10.42.0.13,51369.0,10.42.0.28,80.0,TCP,78,"51379  >  80 [SYN, ECE, CWR, AE] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3569025",
54,1150910.532663,10.42.0.13,50558.0,10.42.0.49,52432.0,TCP,54,50556  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.008319
55,265060.84825,10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.111165
56,1165569.510097,10.42.0.49,61395.0,99.81.71.200,443.0,TLSv1.2,123,Application Data,13.629609
57,179620.529502,10.42.0.13,58485.0,10.42.0.28,80.0,TCP,54,57588  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.002418
58,246305.265666,10.42.0.13,51069.0,10.42.0.49,52432.0,HTTP,216,POST /pair-verify HTTP/1.1  (application/pairing+tlv8),0.001212
59,1138977.041911,10.42.0.13,50391.0,10.42.0.49,52432.0,TCP,54,50717  >  52432 [ACK] Seq=414 Ack=302 Win=65535 Len=0,0.010792
60,405150.655787,10.42.0.13,51531.0,10.42.0.28,80.0,TCP,54,"51528  >  80 [RST, ACK] Seq=1499 Ack=441 Win=2424 Len=0",0.000135
61,246301.761611,10.42.0.13,59239.0,10.42.0.49,52432.0,TCP,54,59259  >  52432 [ACK] Seq=414 Ack=302 Win=65535 Len=0,0.005461
62,360287.872126,10.42.0.13,61888.0,10.42.0.49,52432.0,TCP,54,61883  >  52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0,0.005483
63,172496.163869,10.42.0.49,61385.0,99.81.71.200,443.0,TLSv1.2,539,Application Data,0.163535
64,158355.282463,10.42.0.49,61385.0,99.81.71.200,443.0,TLSv1.2,123,Application Data,57.45248
65,1158296.189722,10.42.0.49,61395.0,99.81.71.200,443.0,TCP,54,61395  >  443 [ACK] Seq=32079 Ack=299158 Win=4492 Len=0,0.088479
66,1147937.135894,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001537
67,320327.525077,10.42.0.13,61078.0,10.42.0.28,80.0,TCP,54,"61034  >  80 [FIN, ACK] Seq=482 Ack=199 Win=65535 Len=0",0.00057
68,1144265.657794,,,,,MDNS,194,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.
69,405037.143062,10.42.0.13,51430.0,10.42.0.28,80.0,TCP,54,51402  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.000104
70,422807.949224,10.42.0.13,64439.0,10.42.0.49,52432.0,TCP,54,"62466  >  52432 [FIN, ACK] Seq=496 Ack=1781 Win=65535 Len=0",0.11935
71,375293.973635,10.42.0.49,52432.0,10.42.0.13,61874.0,HTTP,1096,Continuation,0.003043
72,264555.133635,10.42.0.49,52432.0,10.42.0.13,59807.0,TCP,54,"52432  >  59687 [FIN, ACK] Seq=1781 Ack=497 Win=5344 Len=0",0.000945
73,357725.787808,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000791
74,256976.625272,52.212.130.239,443.0,10.42.0.28,58273.0,TLSv1.2,123,Application Data,0.036153
75,1139487.873959,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.053558
76,1165693.97474,10.42.0.13,50617.0,10.42.0.49,52432.0,TCP,54,50861  >  52432 [ACK] Seq=414 Ack=302 Win=65535 Len=0,0.001132
77,1181941.785142,10.42.0.49,52432.0,10.42.0.13,50852.0,TCP,54,52432  >  50322 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.002813
78,1174564.625186,10.42.0.13,50590.0,10.42.0.49,52432.0,TCP,54,50539  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.003438
79,3741.588705,10.42.0.28,58270.0,52.212.130.239,443.0,TCP,54,55987  >  443 [ACK] Seq=27034 Ack=54392 Win=2527 Len=0,0.059704
