No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,1132280.782976,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.007588
2,241565.239227,10.42.0.49,52432,10.42.0.13,59482,HTTP,274,HTTP/1.1 200 OK  (application/pairing+tlv8),0.312997
3,1132277.998041,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,123,Application Data,3.138497
4,355645.075658,10.42.0.13,61810,10.42.0.49,52432,TCP,54,61851  >  52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0,0.003946
5,1155581.068731,10.42.0.49,52432,10.42.0.13,50575,TCP,58,"52432  >  50535 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460",0.00011
6,1149531.833449,10.42.0.49,52432,10.42.0.13,50532,HTTP,1096,Continuation,0.007027
7,249465.677857,10.42.0.49,52432,10.42.0.13,59693,TCP,54,52432  >  59869 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.001599
8,1165690.960454,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=13292 Ack=22168 Win=5849 Len=0,0.115686
9,1132277.103076,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.015449
10,242740.408042,10.42.0.13,5353,10.42.0.49,5353,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.000025
11,1157060.707326,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.100084
12,1144425.814979,10.42.0.49,52432,10.42.0.13,50505,HTTP,1096,Continuation,0.006425
13,324132.156866,10.42.0.13,60954,10.42.0.49,52432,TCP,54,60941  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.004152
14,1145931.41049,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.101542
15,1178006.178587,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.010594
16,241590.928536,10.42.0.49,52432,10.42.0.13,59682,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.046661
17,1178000.46985,10.42.0.49,52432,10.42.0.13,50533,TCP,54,52432  >  50532 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.002562
18,1157171.708963,10.42.0.49,52432,10.42.0.13,50750,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.047855
19,1174795.923829,10.42.0.49,52432,10.42.0.13,50856,TCP,54,52432  >  50532 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.004988
20,1153820.411006,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.123719
21,1141870.442245,10.42.0.49,52432,10.42.0.13,50549,TCP,54,52432  >  50494 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.004684
22,1158388.466552,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000535
23,373208.198791,10.42.0.49,52432,10.42.0.13,61997,HTTP,1096,Continuation,0.006714
24,350989.065589,10.42.0.28,80,10.42.0.13,51368,TCP,54,80  >  51393 [ACK] Seq=1 Ack=483 Win=2438 Len=0,0.002577
25,360014.57773,10.42.0.13,51387,10.42.0.28,80,TCP,54,51385  >  80 [ACK] Seq=482 Ack=103 Win=65535 Len=0,0.000105
26,354100.857288,10.42.0.49,52432,10.42.0.13,61870,HTTP,1096,Continuation,0.006338
27,1132277.588795,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=32014 Ack=30430 Win=5111 Len=0,0.185611
28,351008.414873,10.42.0.28,80,10.42.0.13,51383,TCP,58,"80  >  51383 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.000129
29,1131228.965345,10.42.0.49,52432,10.42.0.13,50496,TCP,54,52432  >  50532 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.106219
30,1176395.356398,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.122542
31,1156907.13068,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.102325
32,1137119.864531,10.42.0.49,52432,10.42.0.13,50329,HTTP,1096,Continuation,0.00681
33,255900.069656,10.42.0.13,52748,10.42.0.28,80,TCP,54,52741  >  80 [ACK] Seq=482 Ack=102 Win=65535 Len=0,0.001015
34,351019.906368,10.42.0.28,80,10.42.0.13,51349,TCP,54,80  >  51396 [ACK] Seq=1 Ack=483 Win=2438 Len=0,0.002553
35,1149327.903277,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=26167 Ack=118068 Win=5840 Len=0,0.215997
36,351024.90309,10.42.0.13,51387,10.42.0.28,80,TCP,54,51395  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.000106
37,405147.550038,10.42.0.13,51492,10.42.0.28,80,TCP,54,51495  >  80 [ACK] Seq=515 Ack=104 Win=65535 Len=0,0.000101
