No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,171463.435171,,,,,MDNS,290,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV",
2,237435.211714,10.42.0.49,61386.0,54.216.1.110,443.0,TLSv1.2,539,Application Data,0.067298
3,1177040.207452,10.42.0.49,52432.0,10.42.0.13,50923.0,TCP,58,"52432  >  50549 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460",0.00010
4,248353.975547,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.011785
5,1147867.683007,10.42.0.13,50652.0,10.42.0.49,52432.0,TCP,54,"50632  >  52432 [FIN, ACK] Seq=496 Ack=1781 Win=65535 Len=0",0.002676
6,422075.418073,10.42.0.49,52432.0,10.42.0.13,62719.0,TCP,54,52432  >  62925 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.020178
7,1163424.518077,10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.000126
8,316727.091559,10.42.0.28,80.0,10.42.0.13,59693.0,HTTP,150,HTTP/1.1 200 OK  (text/html),0.000534
9,356931.304513,10.42.0.13,51468.0,10.42.0.28,80.0,TCP,54,51383  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.002108
10,1151213.198159,10.42.0.13,50575.0,10.42.0.49,52432.0,TCP,54,"50564  >  52432 [FIN, ACK] Seq=496 Ack=1781 Win=65535 Len=0",0.268379
11,373201.709288,10.42.0.13,65967.0,10.42.0.49,52432.0,TCP,54,62023  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.015805
12,264546.072972,10.42.0.13,60009.0,10.42.0.49,52432.0,TCP,54,60004  >  52432 [ACK] Seq=496 Ack=1782 Win=65535 Len=0,0.011839
13,369542.904554,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.009781
14,265973.267037,10.42.0.49,61386.0,54.216.1.110,443.0,TLSv1.2,555,Application Data,0.048844
15,355631.026155,10.42.0.28,55988.0,34.241.185.170,443.0,TLSv1.2,123,Application Data,0.093355
16,360177.409612,10.42.0.49,52432.0,10.42.0.13,62009.0,TCP,54,52432  >  60806 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.001252
17,359089.758635,10.42.0.13,51349.0,10.42.0.28,80.0,TCP,54,51385  >  80 [ACK] Seq=483 Ack=199 Win=65535 Len=0,0.010083
18,260435.405589,10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,291,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 52432 Meross_Smart_Plug.local A, cache flush 10.42.0.49 AAAA",
19,1151384.846119,10.42.0.13,50492.0,10.42.0.49,52432.0,TCP,54,50541  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.002456
20,247702.402226,10.42.0.13,61009.0,10.42.0.49,52432.0,TCP,54,60021  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.002169
21,420692.399554,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,262,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question SRV MSS210-9f39._hap._tcp.local, ""QU"" question SRV",
22,405148.555301,10.42.0.28,55989.0,34.243.103.189,443.0,TCP,54,55989  >  443 [ACK] Seq=10147 Ack=18977 Win=2020 Len=0,0.003908
23,241980.951289,10.42.0.13,59774.0,10.42.0.49,52432.0,TCP,54,59498  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.070554
24,234957.716183,10.42.0.13,59067.0,10.42.0.49,52432.0,HTTP,305,POST /pair-verify HTTP/1.1  (application/pairing+tlv8),0.015967
25,233043.766014,10.42.0.13,50715.0,10.42.0.49,52432.0,HTTP,216,POST /pair-verify HTTP/1.1  (application/pairing+tlv8),0.001084
26,355641.859614,,,,,MDNS,325,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A",
27,352503.534243,10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.007928
28,412580.430111,10.42.0.49,52432.0,10.42.0.13,62585.0,HTTP,274,HTTP/1.1 200 OK  (application/pairing+tlv8),0.000213
29,165585.719984,10.42.0.49,61385.0,99.81.71.200,443.0,TLSv1.2,123,Application Data,0.136071
