No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,320015.575097,10.42.0.13,59759,10.42.0.28,80,TCP,54,59176  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.005516
2,249465.513534,10.42.0.49,52432,10.42.0.13,59692,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.049587
3,351019.753363,10.42.0.13,51387,10.42.0.28,80,TCP,54,51387  >  80 [ACK] Seq=482 Ack=103 Win=65535 Len=0,0.000117
4,351019.641854,10.42.0.13,51395,10.42.0.28,80,TCP,54,51395  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.001015
5,362320.699415,10.42.0.49,61388,54.216.1.110,443,TLSv1.2,539,Application Data,0.125325
6,1155830.967116,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.106941
7,324258.080499,10.42.0.13,59467,10.42.0.49,52432,TCP,54,59489  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.003966
8,1132277.266345,10.42.0.13,50329,10.42.0.49,52432,TCP,54,50329  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003251
9,1164738.027349,10.42.0.49,52432,10.42.0.13,50553,TCP,54,52432  >  50532 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000155
10,1174953.759547,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.002513
11,350431.45837,10.42.0.13,51484,10.42.0.28,80,TCP,54,51394  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000118
12,1142280.845843,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.002526
13,353509.663558,10.42.0.13,51418,10.42.0.49,52432,TCP,54,59888  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.004323
14,351019.005333,10.42.0.13,51387,10.42.0.28,80,TCP,54,51363  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000108
15,1157073.102657,10.42.0.49,52432,10.42.0.13,50704,TCP,54,52432  >  50532 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.002578
16,1131929.61994,10.42.0.13,50395,10.42.0.49,52432,TCP,54,50591  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.003256
17,1137820.689884,10.42.0.13,50882,10.42.0.49,52432,TCP,54,50882  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.001259
18,255906.769788,10.42.0.13,52702,10.42.0.28,80,TCP,54,52727  >  80 [ACK] Seq=482 Ack=103 Win=65535 Len=0,0.001109
19,1161231.661653,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.099614
20,1183620.657383,10.42.0.13,50404,10.42.0.49,52432,TCP,54,50404  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.000247
21,1132277.671077,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=143076 Ack=15689 Win=5202 Len=0,0.299928
22,321277.107926,10.42.0.49,61387,54.216.1.110,443,TCP,54,61387  >  443 [ACK] Seq=12138 Ack=41111 Win=5849 Len=0,0.283658
23,1165693.135593,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,123,Application Data,0.022347
24,351001.328783,10.42.0.28,80,10.42.0.13,51382,TCP,54,80  >  51370 [ACK] Seq=1 Ack=483 Win=2438 Len=0,0.002223
25,1183855.848241,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,123,Application Data,12.220864
26,354101.355941,10.42.0.13,51387,10.42.0.28,80,TCP,54,51387  >  80 [ACK] Seq=515 Ack=104 Win=65535 Len=0,0.000105
27,351064.01943,10.42.0.13,51381,10.42.0.28,80,TCP,54,51383  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.00011
28,351019.649786,10.42.0.13,51387,10.42.0.28,80,TCP,54,51381  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000119
29,1181925.083435,10.42.0.13,50962,10.42.0.49,52432,TCP,54,50926  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.006434
30,1141820.806546,10.42.0.49,52432,10.42.0.13,50948,TCP,54,52432  >  50949 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.110515
31,1132277.102339,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,123,Application Data,3.159877
32,1178003.158518,10.42.0.49,52432,10.42.0.13,50633,TCP,54,52432  >  50538 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.100837
33,1181203.455749,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.004534
34,1151587.93296,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=126257 Ack=14977 Win=4520 Len=0,0.165237
35,1178936.053282,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.136186
36,351019.048765,10.42.0.13,51365,10.42.0.28,80,TCP,54,51353  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.001018
37,1132277.586898,10.42.0.13,50995,10.42.0.49,52432,TCP,54,50948  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.007841
38,1160617.076021,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.006089
39,1151828.576862,10.42.0.13,50559,10.42.0.49,52432,TCP,54,50556  >  52432 [ACK] Seq=414 Ack=302 Win=65535 Len=0,0.002655
40,350985.902199,10.42.0.13,51387,10.42.0.28,80,TCP,54,51381  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000101
41,1146230.760372,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=32767 Ack=1808 Win=5184 Len=0,0.104513
42,405150.35353,10.42.0.28,80,10.42.0.13,51496,TCP,58,"80  >  51438 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.001014
43,1171360.498413,10.42.0.49,52432,10.42.0.13,50341,TCP,54,52432  >  50491 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.110217
44,1160169.013968,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000863
45,1132277.480643,10.42.0.13,50328,10.42.0.49,52432,TCP,54,50326  >  52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0,0.000186
46,1141828.671339,10.42.0.49,52432,10.42.0.13,50503,TCP,54,52432  >  50320 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.225026
47,351019.616511,10.42.0.28,80,10.42.0.13,51368,TCP,58,"80  >  51366 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.000117
48,235924.65202,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001187
49,2416.22265,10.42.0.28,80,10.42.0.140,59807,TCP,54,80  >  59809 [ACK] Seq=1 Ack=483 Win=2438 Len=0,0.002996
50,1178006.570659,10.42.0.49,52432,10.42.0.13,50602,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.046728
51,350491.808591,10.42.0.13,51353,10.42.0.28,80,TCP,54,51351  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.002711
52,350627.156117,10.42.0.49,61388,54.216.1.110,443,TCP,54,61388  >  443 [ACK] Seq=152472 Ack=14694 Win=5840 Len=0,0.183155
53,1158298.123368,10.42.0.49,52432,10.42.0.13,50995,TCP,54,52432  >  50959 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.118869
54,246304.711575,10.42.0.13,59693,10.42.0.49,52432,TCP,54,59693  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.000142
55,235925.585292,10.42.0.13,50933,10.42.0.28,80,TCP,54,52919  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.000105
56,412668.497112,10.42.0.49,61389,54.216.1.110,443,TLSv1.2,555,Application Data,0.097252
57,1163267.77872,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.040997
58,1182029.041662,10.42.0.13,5353,10.42.0.49,5353,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.000111
59,1178003.635825,10.42.0.49,52432,10.42.0.13,50833,TCP,54,52432  >  50325 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.102598
60,1174560.480651,10.42.0.49,52432,10.42.0.13,50505,HTTP,274,HTTP/1.1 200 OK  (application/pairing+tlv8),0.250185
61,350988.124917,10.42.0.13,61717,10.42.0.49,52432,TCP,54,61871  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.002222
62,1154531.121558,10.42.0.49,52432,10.42.0.13,50555,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.045786
63,315228.171552,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000225
64,355631.04929,10.42.0.13,51387,10.42.0.49,52432,TCP,54,59870  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.001554
65,1132277.523655,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=14566 Ack=27903 Win=4584 Len=0,0.043258
66,1152783.99951,10.42.0.49,52432,10.42.0.13,50553,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.045025
67,1150629.298127,10.42.0.49,52432,10.42.0.13,50555,TCP,54,52432  >  50550 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000117
68,1132277.677571,10.42.0.13,50852,10.42.0.49,52432,TCP,54,50757  >  52432 [ACK] Seq=414 Ack=302 Win=65535 Len=0,0.002976
69,350988.144491,10.42.0.13,51353,10.42.0.28,80,TCP,54,51387  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.004922
70,362035.685151,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000385
71,1141817.80425,10.42.0.49,52432,10.42.0.13,50630,TCP,54,52432  >  50504 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.003964
72,248732.805697,10.42.0.49,52432,10.42.0.13,59683,TCP,54,52432  >  59683 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.111166
73,418617.612137,10.42.0.49,52432,10.42.0.13,62504,TCP,54,52432  >  62504 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.202769
74,1141426.972457,10.42.0.49,52432,10.42.0.13,50549,TCP,54,52432  >  50549 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000236
75,1171120.606785,10.42.0.49,52432,10.42.0.13,50718,TCP,54,52432  >  50815 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000111
76,1176051.705234,10.42.0.49,5353,224.0.0.251,5353,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A",
77,1163629.384593,10.42.0.13,50394,10.42.0.49,52432,TCP,54,50391  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.005997
78,1155707.453685,10.42.0.49,52432,10.42.0.13,50581,TCP,54,52432  >  50505 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000432
79,1170360.851327,10.42.0.49,52432,10.42.0.13,50855,TCP,54,52432  >  50532 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.002156
80,246304.402868,10.42.0.49,52432,10.42.0.13,59483,TCP,54,52432  >  59483 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.204074
81,1175196.583158,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.009855
82,351019.052985,10.42.0.13,51381,10.42.0.28,80,TCP,54,51341  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.004615
83,405043.412426,10.42.0.13,51492,10.42.0.28,80,TCP,54,51496  >  80 [ACK] Seq=515 Ack=104 Win=65535 Len=0,0.000104
84,1132277.565253,10.42.0.13,50405,10.42.0.49,52432,TCP,54,50562  >  52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0,0.003556
85,324132.393169,10.42.0.49,52432,10.42.0.13,60874,TCP,54,52432  >  61871 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.005257
86,1182027.734225,10.42.0.13,59160,10.42.0.28,80,TCP,54,59170  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000105
87,248732.625545,10.42.0.13,59690,10.42.0.49,52432,TCP,54,59469  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003125
88,351063.131187,10.42.0.13,51383,10.42.0.49,52432,TCP,54,59871  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003519
89,1171377.146696,10.42.0.49,52432,10.42.0.13,50895,TCP,54,52432  >  50614 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.201577
90,351024.563121,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000346
91,1141216.811775,10.42.0.49,52432,10.42.0.13,50506,HTTP,1096,Continuation,0.006145
92,1132280.970859,10.42.0.13,50341,10.42.0.49,52432,TCP,54,50951  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.000111
93,1151582.87746,10.42.0.49,52432,10.42.0.13,50705,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.041075
94,3741.08842,10.42.0.28,58270,52.212.130.239,443,TCP,54,58270  >  443 [ACK] Seq=10422 Ack=2430 Win=2929 Len=0,0.001472
95,351019.363034,10.42.0.13,51387,10.42.0.28,80,TCP,54,51381  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.000101
96,351024.509436,10.42.0.13,51387,10.42.0.28,80,TCP,54,51387  >  80 [ACK] Seq=482 Ack=103 Win=65535 Len=0,0.000111
97,1156887.918763,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,123,Application Data,18.84584
98,350681.361016,10.42.0.13,61887,10.42.0.49,52432,TCP,54,61871  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.004742
99,1183202.878991,10.42.0.49,52432,10.42.0.13,50955,TCP,54,52432  >  50966 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.002914
100,351024.924331,10.42.0.13,51381,10.42.0.28,80,TCP,54,51382  >  80 [ACK] Seq=514 Ack=104 Win=65535 Len=0,0.000102
101,3741.59074,10.42.0.28,80,10.42.0.140,59883,TCP,54,80  >  59888 [ACK] Seq=1 Ack=483 Win=2438 Len=0,0.002257
102,1171292.258943,10.42.0.13,50757,10.42.0.49,52432,TCP,54,50759  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.004527
103,365048.884698,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.009022
104,1132277.56126,10.42.0.13,50325,10.42.0.28,80,TCP,54,50734  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000105
105,1132277.860884,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000376
106,1149318.43836,10.42.0.49,52432,10.42.0.13,50404,HTTP,1096,Continuation,0.006823
107,1132277.993641,10.42.0.49,52432,10.42.0.13,50324,TCP,54,52432  >  50324 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.002189
108,1178006.192265,10.42.0.13,50948,10.42.0.49,52432,TCP,54,50941  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.003439
109,1151298.079736,10.42.0.49,52432,10.42.0.13,50556,TCP,54,52432  >  50536 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000124
110,1132276.230723,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=126006 Ack=14321 Win=5840 Len=0,0.216126
111,351019.641652,10.42.0.13,51387,10.42.0.28,80,TCP,54,51363  >  80 [ACK] Seq=482 Ack=102 Win=65535 Len=0,0.000111
112,259872.920215,10.42.0.28,80,10.42.0.13,52962,TCP,54,80  >  52782 [ACK] Seq=199 Ack=483 Win=2438 Len=0,0.002596
113,1171398.142311,10.42.0.49,52432,10.42.0.13,50494,TCP,54,52432  >  50493 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.111469
114,1154172.690852,10.42.0.49,52432,10.42.0.13,50557,HTTP,491,Continuation,0.006055
115,1163931.767757,10.42.0.13,50708,10.42.0.49,52432,TCP,54,50750  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.000465
116,1156070.225641,10.42.0.13,50551,10.42.0.49,52432,TCP,54,50552  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003551
117,1141804.065299,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000264
118,1174733.903714,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001117
119,235924.390199,10.42.0.49,52432,10.42.0.13,59757,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.046266
120,351019.648095,10.42.0.13,51387,10.42.0.28,80,TCP,54,51395  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.000105
121,355631.106772,10.42.0.28,55988,34.241.185.170,443,TLSv1.2,123,Application Data,0.014788
122,1144531.599043,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001241
123,1134542.806468,10.42.0.13,50393,10.42.0.49,52432,TCP,54,50391  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.003568
124,374714.150084,10.42.0.28,80,10.42.0.13,51509,TCP,58,"80  >  51471 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.000119
125,1156069.051008,10.42.0.49,52432,10.42.0.13,50550,TCP,54,52432  >  50536 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.003096
126,1162560.610947,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=210076 Ack=19758 Win=5702 Len=0,0.119836
127,1132280.40683,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.110572
128,1177455.203219,10.42.0.49,5353,10.42.0.13,5353,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Pl",
129,1170551.842184,10.42.0.49,52432,10.42.0.13,50505,HTTP,274,HTTP/1.1 200 OK  (application/pairing+tlv8),0.045353
130,1145669.704264,10.42.0.49,5353,224.0.0.251,5353,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A",
