No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,1149400.141381,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000866
2,1174555.457354,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.010835
3,1132280.476097,10.42.0.49,52432,10.42.0.13,50552,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.043017
4,375563.496342,10.42.0.49,5353,224.0.0.251,5353,MDNS,291,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 52432 Meross_Smart_Plug.local A, cache flush 10.42.0.49 AAAA",
5,1132277.571815,10.42.0.13,50326,10.42.0.49,52432,TCP,54,50320  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.004663
6,1174478.804133,10.42.0.49,52432,10.42.0.13,50534,TCP,54,52432  >  50850 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000111
7,1132277.777911,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=12997 Ack=14697 Win=5345 Len=0,0.029414
8,1132277.413849,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.117297
9,1165690.693614,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.122532
10,1170584.808494,10.42.0.13,5353,10.42.0.49,5353,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.000104
11,351024.542289,10.42.0.13,51368,10.42.0.28,80,TCP,54,51385  >  80 [ACK] Seq=482 Ack=102 Win=65535 Len=0,0.000105
12,1145688.434049,10.42.0.49,52432,10.42.0.13,50535,TCP,54,52432  >  50532 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000115
13,1139838.556359,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,123,Application Data,12.750777
14,1138202.632978,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.100795
15,1132277.91476,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.123753
16,1166697.502665,10.42.0.49,5353,224.0.0.251,5353,MDNS,291,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 52432 Meross_Smart_Plug.local A, cache flush 10.42.0.49 AAA",
17,351015.310212,10.42.0.28,80,10.42.0.13,51361,TCP,58,"80  >  51351 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.000115
18,351015.691019,10.42.0.13,51387,10.42.0.28,80,TCP,54,51349  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000105
