No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,1158292.21226,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question SRV MSS210-9f39._hap._tcp.local, ""QU"" question SRV",
2,1148279.406877,10.42.0.28,80.0,10.42.0.13,65265.0,TCP,54,80  >  49652 [ACK] Seq=1 Ack=499 Win=2422 Len=0,0.001065
3,347637.502938,10.42.0.13,61992.0,10.42.0.49,52432.0,TCP,78,61929  >  52432 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=272635757,
4,375133.779978,10.42.0.49,61388.0,54.216.1.110,443.0,TCP,54,61387  >  443 [ACK] Seq=39392 Ack=2811 Win=5840 Len=0,0.122206
5,411001.924076,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Plug",
6,1132278.748047,10.42.0.13,65007.0,10.42.0.49,52432.0,TCP,54,50722  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.022084
7,352506.120579,10.42.0.28,80.0,10.42.0.13,51361.0,TCP,54,80  >  51364 [ACK] Seq=1 Ack=483 Win=2438 Len=0,0.005242
8,347666.092321,54.216.1.110,443.0,10.42.0.49,61388.0,TLSv1.2,123,Application Data,0.032839
9,418620.357065,10.42.0.28,55989.0,34.243.103.189,443.0,TCP,54,55989  >  443 [ACK] Seq=10102 Ack=102379 Win=216 Len=0,0.127625
10,375218.931687,10.42.0.13,62018.0,10.42.0.49,52432.0,TCP,54,61818  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.003551
11,351019.366075,10.42.0.13,51382.0,10.42.0.49,52432.0,TCP,54,59897  >  52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0,0.013952
12,1163432.455558,99.81.71.200,443.0,10.42.0.49,61395.0,TLSv1.2,507,Application Data,0.036701
13,264599.17242,10.42.0.28,80.0,10.42.0.13,61285.0,TCP,156,"80  >  52982 [PSH, ACK] Seq=1 Ack=482 Win=2438 Len=101 [TCP PDU reassembled in 48376]",0
14,356862.471485,54.216.1.110,443.0,10.42.0.49,61388.0,TLSv1.2,123,Application Data,0.036113
15,1167213.980782,10.42.0.49,61395.0,99.81.71.200,443.0,TLSv1.2,555,Application Data,0.092974
16,360840.347755,54.216.1.110,443.0,10.42.0.49,61388.0,TLSv1.2,123,Application Data,0.039265
17,173241.066425,10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A,",
18,265065.01043,10.42.0.49,52432.0,10.42.0.13,57018.0,TCP,54,52432  >  59093 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.015243
19,172780.669391,10.42.0.13,58644.0,10.42.0.49,52432.0,TCP,54,58681  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.000187
20,261523.229468,10.42.0.28,58273.0,52.212.130.239,443.0,TCP,54,58273  >  443 [ACK] Seq=37706 Ack=7664 Win=2961 Len=0,0.150196
21,428737.320428,10.42.0.13,62736.0,10.42.0.49,52432.0,TCP,54,62683  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.004264
22,429584.40762,10.42.0.13,62824.0,10.42.0.49,52432.0,TCP,78,62625  >  52432 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4109772587,
23,351007.113366,10.42.0.28,80.0,10.42.0.13,51335.0,TCP,58,"80  >  51351 [SYN, ACK] Seq=0 Ack=1 Win=2920 Len=0 MSS=1460",0.001126
24,324777.513201,10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A,",
25,380773.576854,10.42.0.13,61957.0,10.42.0.49,52432.0,HTTP,136,Continuation,0.000672
26,237088.449118,10.42.0.13,51094.0,10.42.0.28,80.0,TCP,54,51198  >  80 [ACK] Seq=51 Ack=1 Win=65535 Len=0,0.001014
27,351066.116966,10.42.0.13,61759.0,10.42.0.28,80.0,TCP,54,51396  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.000193
28,376621.053646,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Plug",
29,1145931.415092,10.42.0.49,61395.0,99.81.71.200,443.0,TCP,54,61395  >  443 [ACK] Seq=111719 Ack=9709 Win=5368 Len=0,0.109031
30,1148036.541042,10.42.0.13,50697.0,10.42.0.49,52432.0,TCP,54,51056  >  52432 [ACK] Seq=497 Ack=1782 Win=65535 Len=0,0.006561
31,256991.996434,10.42.0.13,51711.0,10.42.0.28,80.0,TCP,54,51798  >  80 [ACK] Seq=483 Ack=199 Win=65535 Len=0,0.001142
32,1148146.82499,10.42.0.49,61395.0,99.81.71.200,443.0,TLSv1.2,539,Application Data,0.132561
33,1141066.473842,99.81.71.200,443.0,10.42.0.49,61395.0,TLSv1.2,123,Application Data,0.036788
34,405033.210218,10.42.0.13,51498.0,10.42.0.28,80.0,TCP,78,51476  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3034956153 TSecr=0,
35,428738.160044,10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.111127
36,1132750.650247,10.42.0.49,5353.0,224.0.0.251,5353.0,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A",
37,1162572.155137,99.81.71.200,443.0,10.42.0.49,61395.0,TLSv1.2,123,Application Data,0.035949
38,1171203.415469,99.81.71.200,443.0,10.42.0.49,61395.0,TLSv1.2,123,Application Data,0.035642
39,238908.999049,10.42.0.13,59687.0,10.42.0.49,52432.0,TCP,54,59489  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.007478
40,348141.018614,10.42.0.28,55988.0,34.241.185.170,443.0,TCP,54,55988  >  443 [ACK] Seq=17209 Ack=12349 Win=1964 Len=0,0.208273
41,262098.163115,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.011219
42,370133.414361,10.42.0.49,52432.0,10.42.0.13,62020.0,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.046962
43,414841.467003,10.42.0.49,61389.0,54.216.1.110,443.0,TCP,54,61389  >  443 [ACK] Seq=116697 Ack=98202 Win=5840 Len=0,0.109945
44,158242.159634,10.42.0.28,58272.0,54.170.92.104,443.0,TLSv1.2,123,Application Data,8.945283
45,174346.680917,10.42.0.49,5353.0,10.42.0.13,5353.0,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000765
46,1182089.877514,10.42.0.49,61395.0,99.81.71.200,443.0,TLSv1.2,555,Application Data,0.023548
47,1150748.547965,10.42.0.49,52432.0,10.42.0.13,50562.0,TCP,54,"52432  >  50505 [FIN, ACK] Seq=1781 Ack=497 Win=5344 Len=0",0.000581
48,1143885.157827,10.42.0.49,61395.0,99.81.71.200,443.0,TLSv1.2,539,Application Data,0.029992
49,1144771.180512,10.42.0.49,61395.0,99.81.71.200,443.0,TCP,54,61395  >  443 [ACK] Seq=22819 Ack=2858 Win=5702 Len=0,0.166862
50,161329.609873,10.42.0.13,5353.0,10.42.0.49,5353.0,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.010651
51,361497.630136,10.42.0.49,61388.0,54.216.1.110,443.0,TCP,54,61388  >  443 [ACK] Seq=54681 Ack=37601 Win=5840 Len=0,0.074404
