No.,Time,Source,Source port,Destination,Destination port,Protocol,Length,Info,Date time
1,1162449.552079,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=11912 Ack=1697 Win=5702 Len=0,0.167274
2,1170673.618328,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000417
3,1178006.588886,10.42.0.49,52432,10.42.0.13,50681,TCP,54,52432  >  50868 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.102246
4,1156930.561223,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=131312 Ack=11187 Win=5702 Len=0,0.170992
5,418617.495247,10.42.0.13,62492,10.42.0.49,52432,TCP,54,62484  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.002045
6,1148743.800258,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,123,Application Data,4.967474
7,1164690.697346,10.42.0.49,52432,10.42.0.13,50602,TCP,54,52432  >  50610 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.000151
8,350988.912412,10.42.0.13,61719,10.42.0.49,52432,TCP,54,61959  >  52432 [ACK] Seq=1 Ack=1 Win=65535 Len=0,0.001074
9,1139387.982237,10.42.0.49,52432,10.42.0.13,50312,TCP,54,52432  >  50323 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.002204
10,1170350.073218,10.42.0.49,52432,10.42.0.13,50494,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.044767
11,375292.905153,10.42.0.28,80,10.42.0.13,59428,TCP,54,80  >  59496 [ACK] Seq=1 Ack=482 Win=2439 Len=0,0.000104
12,1165690.058391,10.42.0.49,5353,10.42.0.13,5353,MDNS,270,"Standard query response 0x0000 PTR _hap._tcp.local, ""QU"" question PTR MSS210-9f39._hap._tcp.local SRV 0 0 52432 Meross_Smart_Pl",
13,351019.902521,10.42.0.13,51363,10.42.0.28,80,TCP,54,51363  >  80 [ACK] Seq=483 Ack=103 Win=65535 Len=0,0.000138
14,353509.402388,10.42.0.13,61868,10.42.0.49,52432,TCP,54,61888  >  52432 [ACK] Seq=496 Ack=1344 Win=65535 Len=0,0.003258
15,418617.26949,10.42.0.49,61389,54.216.1.110,443,TLSv1.2,123,Application Data,24.25436
16,1132277.46766,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001127
17,264309.913087,10.42.0.49,52432,10.42.0.13,59482,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.041557
