No.,Time,Source,Source port,Destination,Destination port,proto,Length,Info,Date time
1,108.861979,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=42930131 Ack=1512677965 Win=1869 Len,
2,233.83262,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=161079106 Ack=3512678797 Win=1869 Len,
3,118.833972,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=42930518 Ack=1512677965 Win=1869 Len,
4,115.736743,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293791 Ack=1 Win=1869 Len=1388 TSval=48,
5,174.47398,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=552799 Ack=1 Win=1869 Len=1388 TSval=4806,
6,244.836938,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1132972 Ack=226378741 Win=1869 Len=1,
7,204.288865,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=11909549 Ack=1 Win=1869 Len=1388 TSval=4,
8,28.827222,192.168.0.16,49796,192.168.0.13,9020,TCP,110,49796  >  9020 [ACK] Seq=193 Ack=60237 Win=520008 Len=0 TSval=366465685 TSec,
9,137.938498,192.168.0.16,49784,192.168.0.13,9020,TCP,114,49784  >  9020 [ACK] Seq=1 Ack=129438 Win=32679 Len=0 TSval=366319242 TSecr,
10,11.850414,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1726697 Ack=1 Win=1869 Len=1388 TSval=468,
11,104.673979,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1738527 Ack=1 Win=1869 Len=1388 TSval=48,
12,219.32336,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16095942 Ack=1 Win=1869 Len=1388 TSval=48,
13,209.762479,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12229047 Ack=1 Win=1869 Len=1388 TSval=4,
14,149.435937,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2471168 Ack=1 Win=1869 Len=1388 TSval=48,
15,190.046047,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=42909417 Ack=1 Win=1869 Len=1388 TSval=4,
16,10.877783,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1716572 Ack=1 Win=1869 Len=1388 TSval=468,
17,299.901897,192.168.0.13,9020,192.168.0.16,49799,TCP,1498,[TCP Retransmission] 9020  >  49799 [ACK] Seq=554563 Ack=193 Win=14952 Len=1388 TSval=,
