No.,Time,Source,Source port,Destination,Destination port,proto,Length,Info,Date time
1,220.370483,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609115222 Ack=3545007976 Win=186,
2,277.18735,192.168.0.13,9020,192.168.0.16,49793,TCP,1498,[TCP Retransmission] 9020  >  49793 [ACK] Seq=838630 Ack=193 Win=14952 Len=1388 TSval=4,
3,198.70704,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4290557 Ack=1 Win=1869 Len=1388 TSval=486,
4,202.83688,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12333158 Ack=1 Win=1869 Len=1388 TSval=48,
5,223.986212,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609510430 Ack=3545007976 Win=186,
6,15.130556,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1717201 Ack=1 Win=1869 Len=1388 TSval=468,
7,206.399225,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=121111868 Ack=22043866417 Win=186,
8,21.22762,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=7905457 Ack=1512677965 Win=1869 Len=13,
9,149.99181,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2566190 Ack=1 Win=1869 Len=1388 TSval=482,
10,176.588645,192.168.0.13,9020,192.168.0.16,49784,TCP,1502,[TCP Retransmission] 9020  >  49784 [ACK] Seq=5180018 Ack=1 Win=1869 Len=1388 TSval=48,
11,207.181967,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1226292 Ack=1 Win=1869 Len=1388 TSval=48,
12,112.887659,192.168.0.16,49784,192.168.0.13,9020,TCP,114,49784  >  9020 [ACK] Seq=1 Ack=4293449932 Win=32683 Len=0 TSval=36630110,
13,147.056871,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2249307 Ack=1 Win=1869 Len=1388 TSval=48,
14,148.444589,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2303986 Ack=1 Win=1869 Len=1388 TSval=48,
15,123.400186,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4294940671 Ack=1 Win=1869 Len=1388 TSval,
16,287.12752,192.168.0.13,9020,192.168.0.16,49793,TCP,1498,[TCP Retransmission] 9020  >  49793 [ACK] Seq=940899 Ack=193 Win=14952 Len=1388 TSval=4,
17,29.877219,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=8061178 Ack=1512677965 Win=1869 Len=1,
18,234.010218,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1610913910 Ack=3545007976 Win=186,
19,128.460471,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4294658467 Ack=1 Win=1869 Len=1388 TSval,
20,146.65167,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2197881 Ack=1 Win=1869 Len=1388 TSval=481,
21,223.87474,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16094635 Ack=1 Win=1869 Len=1388 TSval=48,
22,153.671742,192.168.0.16,49784,192.168.0.13,9020,TCP,110,49784  >  9020 [ACK] Seq=1 Ack=2294783 Win=32505 Len=0 TSval=366349472 TSec,
23,148.70508,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2318677 Ack=1 Win=1869 Len=1388 TSval=482,
24,289.821017,192.168.0.13,9020,192.168.0.16,49796,TCP,1498,[TCP Retransmission] 9020  >  49796 [ACK] Seq=110665 Ack=193 Win=14952 Len=1388 TSval=,
25,153.093885,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=3874733 Ack=1 Win=1869 Len=1388 TSval=48,
26,207.128292,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1211112 Ack=1 Win=1869 Len=1388 TSval=48,
27,220.241176,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609177914 Ack=3545007976 Win=186,
28,149.96381,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2374058 Ack=1 Win=1869 Len=1388 TSval=482,
29,175.539443,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=5188929 Ack=1 Win=1869 Len=1388 TSval=48,
30,23.870186,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=7800646 Ack=1512677965 Win=1869 Len=1,
31,13.722922,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1260258 Ack=1 Win=1869 Len=1388 TSval=469,
32,24.852698,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=7809157 Ack=1512677965 Win=1869 Len=1,
33,244.821693,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1027007 Ack=226378741 Win=1869 Len=1,
34,211.183417,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1260235 Ack=1 Win=1869 Len=1388 TSval=48,
35,100.533032,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1733645 Ack=1 Win=1869 Len=1388 TSval=48,
36,124.491123,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=42947505 Ack=1 Win=1869 Len=1388 TSval=4,
37,270.129173,192.168.0.13,9020,192.168.0.16,49793,TCP,1498,[TCP Retransmission] 9020  >  49793 [ACK] Seq=113303 Ack=193 Win=14952 Len=1388 TSval=,
38,244.928941,211.233.18.24,443,192.168.0.23,40280,TCP,1566,443  >  40278 [ACK] Seq=1869 Ack=565 Win=16640 Len=1448 TSval=112639169,
39,216.876084,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1260823 Ack=1512677965 Win=1869 Len=,
40,186.112643,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=6389494 Ack=1 Win=1869 Len=1388 TSval=48,
41,239.88172,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=161112505 Ack=351267965 Win=1869 Len=,
42,207.957246,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1227899 Ack=1 Win=1869 Len=1388 TSval=48,
43,205.300486,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1203292 Ack=1 Win=1869 Len=1388 TSval=48,
44,215.162848,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=13111851 Ack=1 Win=1869 Len=1388 TSval=4,
45,23.248987,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=7823602 Ack=1512677965 Win=1869 Len=1,
46,24.003797,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=787894 Ack=226378741 Win=1869 Len=138,
47,149.696857,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2557217 Ack=1 Win=1869 Len=1388 TSval=48,
48,226.157787,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609417966 Ack=3545007976 Win=186,
49,154.055996,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=3505045 Ack=1 Win=1869 Len=1388 TSval=48,
50,206.580897,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12330307 Ack=1 Win=1869 Len=1388 TSval=4,
51,209.896731,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12432979 Ack=1 Win=1869 Len=1388 TSval=4,
52,117.840314,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293701 Ack=1 Win=1869 Len=1388 TSval=48,
53,149.399759,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2436732 Ack=1 Win=1869 Len=1388 TSval=48,
54,146.995983,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2470597 Ack=1 Win=1869 Len=1388 TSval=48,
55,270.074374,192.168.0.13,9020,192.168.0.16,49793,TCP,1498,[TCP Retransmission] 9020  >  49793 [ACK] Seq=4291107 Ack=193 Win=14952 Len=1388 TSval,
56,211.200279,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1260854 Ack=1 Win=1869 Len=1388 TSval=48,
57,244.915297,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1061001 Ack=226378741 Win=1869 Len=1,
58,244.836192,211.233.18.24,443,192.168.0.23,40278,TCP,1566,443  >  40278 [ACK] Seq=1469 Ack=565 Win=16640 Len=1448 TSval=112639160,
