No.,Time,Source,Source port,Destination,Destination port,proto,Length,Info,Date time
1,28.965547,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=8286647 Ack=1512677965 Win=1869 Len=1,
2,117.199426,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293663 Ack=1 Win=1869 Len=1388 TSval=48,
3,128.237311,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4294243 Ack=1 Win=1869 Len=1388 TSval=48,
4,198.721575,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4290699 Ack=1 Win=1869 Len=1388 TSval=48,
5,18.971131,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2052287 Ack=1 Win=1869 Len=1388 TSval=469,
6,130.994963,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1758597 Ack=1 Win=1869 Len=1388 TSval=48,
7,207.430843,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1227708 Ack=1 Win=1869 Len=1388 TSval=48,
8,146.125368,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2187701 Ack=1 Win=1869 Len=1388 TSval=48,
9,206.120286,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12030941 Ack=1 Win=1869 Len=1388 TSval=4,
10,211.851888,192.168.0.13,9020,192.168.0.16,49784,TCP,1502,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1260834 Ack=1 Win=1869 Len=1388 TSval=48,
11,206.521727,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1202004 Ack=1 Win=1869 Len=1388 TSval=48,
12,23.596519,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=7543100 Ack=1512677965 Win=1869 Len=1,
13,207.177242,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4291175 Ack=1 Win=1869 Len=1388 TSval=48,
14,15.43019,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1724272 Ack=1 Win=1869 Len=1388 TSval=4687,
15,13.65912,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1264700 Ack=1 Win=1869 Len=1388 TSval=4685,
16,239.822598,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1611130187 Ack=3545007976 Win=186,
17,207.037647,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12242580 Ack=1 Win=1869 Len=1388 TSval=4,
18,17.671668,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1751683 Ack=1 Win=1869 Len=1388 TSval=468,
19,207.13072,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12208412 Ack=1 Win=1869 Len=1388 TSval=48,
20,207.710768,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1227700 Ack=1 Win=1869 Len=1388 TSval=48,
21,207.172524,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1222944 Ack=1 Win=1869 Len=1388 TSval=48,
22,147.48114,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2264339 Ack=1 Win=1869 Len=1388 TSval=481,
23,244.877224,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1060935 Ack=226378741 Win=1869 Len=1,
24,222.845518,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609578 Ack=226378741 Win=1869 Len=1,
25,149.767299,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=2513014 Ack=1 Win=1869 Len=1388 TSval=48,
26,210.250422,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12530535 Ack=1 Win=1869 Len=1388 TSval=4,
27,222.951812,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609445482 Ack=3545007976 Win=186,
28,112.811645,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=42933341 Ack=1 Win=1869 Len=1388 TSval=4,
