epoch,loss,val_loss
0,0.3984881043434143,0.15002430975437164
1,0.1082095205783844,0.07905159890651703
2,0.07214359194040298,0.0563197024166584
3,0.05564514175057411,0.044578056782484055
4,0.04647517576813698,0.03734593838453293
5,0.03978705406188965,0.03332497924566269
6,0.03344641998410225,0.024753525853157043
7,0.02767358161509037,0.019641509279608727
8,0.02221391350030899,0.014810997992753983
9,0.01856289617717266,0.012466351501643658
10,0.01517669577151537,0.010057050734758377
11,0.012391564436256886,0.009074685163795948
12,0.011284335516393185,0.008025494404137135
13,0.009801349602639675,0.009784867987036705
14,0.009332780726253986,0.007535866461694241
15,0.008729498833417892,0.0111257778480649
16,0.008788644336163998,0.006895467638969421
17,0.0074390205554664135,0.006289035547524691
18,0.007072635926306248,0.006301892921328545
19,0.007257375400513411,0.006175906863063574
20,0.007664917036890984,0.0068921176716685295
21,0.008167737163603306,0.009903112426400185
22,0.008144711144268513,0.006679348181933165
23,0.007066621910780668,0.005917397327721119
24,0.006655032746493816,0.006874703336507082
25,0.006734810769557953,0.006190747953951359
26,0.006575791630893946,0.006915242411196232
27,0.007186848670244217,0.0061544510535895824
28,0.006399989128112793,0.0070350924506783485
29,0.0072821383364498615,0.007635968271642923
30,0.007300658617168665,0.005449687130749226
31,0.006212937645614147,0.005725853145122528
32,0.006408232729882002,0.005748396273702383
33,0.006685849744826555,0.005531197879463434
34,0.006374693941324949,0.005622004624456167
35,0.006130432244390249,0.005194169003516436
36,0.006250602193176746,0.0060220449231565
37,0.006452489644289017,0.0058363452553749084
38,0.006357393227517605,0.005055023357272148
39,0.005860702600330114,0.005554892588406801
40,0.006009845528751612,0.006556508131325245
41,0.006780463270843029,0.005242094863206148
42,0.006366440560668707,0.005211520008742809
43,0.006182775367051363,0.005640726070851088
44,0.0059618474915623665,0.005029179155826569
45,0.005842038430273533,0.007683484349399805
46,0.006435594521462917,0.0051025873981416225
47,0.005958993453532457,0.0051337843760848045
48,0.00564445648342371,0.005712116602808237
49,0.006169687490910292,0.005446349736303091
50,0.005565786734223366,0.004848263692110777
51,0.005747612565755844,0.004874468315392733
52,0.00587128521874547,0.0053198556415736675
53,0.006371066905558109,0.005127544980496168
54,0.0060681733302772045,0.005710804834961891
55,0.005318624898791313,0.005526494234800339
56,0.00552209559828043,0.005004773382097483
57,0.005561159458011389,0.005216274410486221
58,0.0059152464382350445,0.005520771257579327
59,0.006038399413228035,0.004873208701610565
60,0.005466383416205645,0.004854213446378708
61,0.00572290038689971,0.005059380549937487
62,0.005774194374680519,0.0049209753051400185
63,0.005826214328408241,0.004938995465636253
64,0.005643010139465332,0.006001189351081848
65,0.005731474608182907,0.004852864425629377
66,0.0053328522481024265,0.0051613906398415565
67,0.005594620015472174,0.004924378357827663
68,0.005596220958977938,0.006023330148309469
69,0.005721588619053364,0.00503504928201437
70,0.005459819920361042,0.004812337923794985
71,0.005245984997600317,0.00525121483951807
72,0.00560017442330718,0.005356458015739918
73,0.005566847510635853,0.004951890558004379
74,0.005636563524603844,0.004898786544799805
75,0.005622408352792263,0.00486551970243454
76,0.005501952022314072,0.004527098964899778
77,0.0051884432323277,0.004627880174666643
78,0.005202325526624918,0.004883648362010717
79,0.005698307882994413,0.004960895050317049
80,0.005466404836624861,0.0063627734780311584
81,0.005608952138572931,0.004987974185496569
82,0.0055052717216312885,0.004761445336043835
83,0.005207650363445282,0.004673148971050978
84,0.005246563348919153,0.004729852080345154
85,0.0051338630728423595,0.004718496929854155
86,0.005046682897955179,0.005197297781705856
87,0.005383104085922241,0.00494584534317255
88,0.005553676746785641,0.004794387612491846
89,0.0054913111962378025,0.0050699361599981785
90,0.005283950828015804,0.004613420460373163
91,0.005011359229683876,0.004765334073454142
92,0.0052236532792449,0.0051262774504721165
93,0.005324120167642832,0.004629952367395163
94,0.005210817325860262,0.005299064796417952
95,0.005410884972661734,0.005117317661643028
96,0.005408837925642729,0.004605975467711687
97,0.00519810663536191,0.004822068847715855
98,0.005109746474772692,0.004880317486822605
99,0.005203824024647474,0.004607698414474726
