No.,Time,Source,Source port,Destination,Destination port,proto,Length,Info,Date time
1,238.823019,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=161091776 Ack=35450007976 Win=186,
2,115.428061,192.168.0.16,49784,192.168.0.13,9020,TCP,114,49784  >  9020 [ACK] Seq=1 Ack=4293372 Win=32679 Len=0 TSval=366335301 TSec,
3,238.73792,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16109496 Ack=1512677965 Win=1869 Len=,
4,280.414194,192.168.0.13,9020,192.168.0.16,49793,TCP,1498,[TCP Retransmission] 9020  >  49793 [ACK] Seq=1265101 Ack=193 Win=14952 Len=1388 TSval,
5,1145147.655482,10.42.0.49,5353,224.0.0.251,5353,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A",
6,116.963434,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293872 Ack=1 Win=1869 Len=1388 TSval=48,
7,223.840496,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609516012 Ack=3545007976 Win=186,
8,117.950245,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293060328 Ack=1 Win=1869 Len=1388 TSval,
9,115.43797,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293623 Ack=1 Win=1869 Len=1388 TSval=482,
10,1180071.951955,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.109403
11,116.303756,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293662 Ack=1 Win=1869 Len=1388 TSval=48,
12,239.923032,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1610951714 Ack=3545007976 Win=186,
13,115.69204,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293183 Ack=1 Win=1869 Len=1388 TSval=482,
14,206.420892,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12101840 Ack=1 Win=1869 Len=1388 TSval=4,
15,1132918.772944,10.42.0.13,50505,10.42.0.49,52432,TCP,54,50402  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.00249
16,116.518992,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293174 Ack=1 Win=1869 Len=1388 TSval=48,
17,1143578.829957,10.42.0.49,52432,10.42.0.13,50599,TCP,54,52432  >  50432 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.143057
18,21.754815,192.168.0.16,49784,192.168.0.13,9020,TCP,110,49784  >  9020 [ACK] Seq=1 Ack=1267965 Win=32768 Len=0 TSval=366200464 TSecr,
19,244.959553,223.39.118.176,443,192.168.0.24,53710,TCP,1558,443  >  57678 [ACK] Seq=6608 Ack=678 Win=17792 Len=1448 TSval=11263728,
20,249.985661,192.168.0.16,49784,192.168.0.13,9020,TCP,114,49784  >  9020 [ACK] Seq=226378741 Ack=101637951 Win=32679 Len=0 TSval=3,
21,21.788688,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1606879 Ack=1 Win=1869 Len=1388 TSval=468,
22,238900.317429,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001199
23,1162215.019239,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=15067 Ack=13442 Win=5340 Len=0,0.003298
24,244.800957,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16109248 Ack=1 Win=1869 Len=1388 TSval=4,
25,117.979455,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293617 Ack=1 Win=1869 Len=1388 TSval=48,
26,1132259.675613,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.104161
27,242.80024,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609174012 Ack=3545007976 Win=1869,
28,242.053159,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16095911 Ack=26045007976 Win=1869,
29,116.690632,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293657 Ack=1 Win=1869 Len=1388 TSval=48,
30,240.826027,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1228654 Ack=1 Win=1869 Len=1388 TSval=48,
31,233.81934,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16109665 Ack=1512677965 Win=1869 Len=,
32,167.763861,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293987 Ack=1 Win=1869 Len=1388 TSval=48,
33,116.967411,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293067 Ack=1 Win=1869 Len=1388 TSval=48,
34,114.324232,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4294060 Ack=1 Win=1869 Len=1388 TSval=48,
35,1170999.474584,10.42.0.13,50857,10.42.0.49,52432,TCP,54,50859  >  52432 [ACK] Seq=496 Ack=1782 Win=65535 Len=0,0.003368
36,117.841537,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=42933933 Ack=1 Win=1869 Len=1388 TSval=4,
37,115.514413,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=30319244 Ack=1 Win=1869 Len=1388 TSval=4,
38,1132277.621398,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.110117
39,116.932665,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293962 Ack=1 Win=1869 Len=1388 TSval=48,
40,279.239865,192.168.0.16,49799,192.168.0.13,9020,TCP,114,49799  >  9020 [ACK] Seq=193 Ack=541199 Win=522864 Len=0 TSval=366472206,
41,219.41121,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609520 Ack=1 Win=1869 Len=1388 TSval=480,
42,240.04242,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16109517 Ack=1 Win=1869 Len=1388 TSval=48,
43,1132910.417977,10.42.0.13,50505,10.42.0.49,52432,TCP,54,50500  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.004294
44,210.642084,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12927435 Ack=1 Win=1869 Len=1388 TSval=4,
45,1145441.663296,10.42.0.49,52432,10.42.0.13,5053,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.045177
46,170.742285,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4294064 Ack=1 Win=1869 Len=1388 TSval=48,
47,24.422317,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=10964957 Ack=1512677965 Win=1869 Len=,
48,242.874284,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609158 Ack=226378741 Win=1869 Len=1,
49,256.124261,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16091985 Ack=1 Win=1869 Len=1388 TSval=4,
50,116.132178,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293873 Ack=1 Win=1869 Len=1388 TSval=48,
51,276.161375,192.168.0.16,49793,192.168.0.13,9020,TCP,114,49793  >  9020 [ACK] Seq=193 Ack=364643 Win=524288 Len=0 TSval=366456156,
52,116.95021,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=42939307 Ack=1512677965 Win=1869 Len=,
53,116.975495,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293966 Ack=1 Win=1869 Len=1388 TSval=48,
