No.,Time,Source,Source port,Destination,Destination port,proto,Length,Info,Date time
1,1132883.060676,10.42.0.49,52432,10.42.0.13,50391,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.041242
2,116.702044,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=42936118 Ack=1 Win=1869 Len=1388 TSval=4,
3,1149214.84171,10.42.0.13,50719,10.42.0.49,52432,TCP,54,50872  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.000101
4,240.902639,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1211231793 Ack=3545007976 Win=186,
5,117.303078,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4290557 Ack=1 Win=1869 Len=1388 TSval=48,
6,170.095015,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293914 Ack=1 Win=1869 Len=1388 TSval=48,
7,113206.132875,10.42.0.49,52432,10.42.0.13,50453,TCP,54,52432  >  50507 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.003072
8,247.459599,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=11333300 Ack=1512677965 Win=1869 Len,
9,113225.797943,10.42.0.13,5053,10.42.0.49,5353,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.020299
10,116.788017,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293705 Ack=1 Win=1869 Len=1388 TSval=48,
11,116.959149,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293983 Ack=1 Win=1869 Len=1388 TSval=48,
12,1132227.413615,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000106
13,215.223746,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16093032 Ack=1 Win=1869 Len=1388 TSval=4,
14,24.237388,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1077854 Ack=1512677965 Win=1869 Len=1,
15,1137475.545085,10.42.0.13,50852,10.42.0.49,52432,TCP,54,50590  >  52432 [ACK] Seq=496 Ack=1782 Win=65535 Len=0,0.000499
16,1175795.095631,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001087
17,114.747993,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293946 Ack=1 Win=1869 Len=1388 TSval=48,
18,1142409.197214,10.42.0.13,50390,10.42.0.49,52432,TCP,54,50432  >  52432 [ACK] Seq=414 Ack=302 Win=65535 Len=0,0.000283
19,1170689.193198,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,539,Application Data,0.100141
20,27.220657,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=8133301 Ack=1512677965 Win=1869 Len=1,
21,242.719666,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=161091973 Ack=20450007976 Win=186,
22,118.82237,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293893 Ack=1 Win=1869 Len=1388 TSval=482,
23,116.518363,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293937 Ack=1 Win=1869 Len=1388 TSval=48,
