No.,Time,Source,Source port,Destination,Destination port,proto,Length,Info,Date time
1,238.62214,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16109743 Ack=1512677965 Win=1869 Len=,
2,1132882.28944,10.42.0.13,50920,10.42.0.49,52432,TCP,54,50327  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.000236
3,1178154.623277,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.040971
4,1170747.671524,10.42.0.13,50485,10.42.0.49,52432,TCP,54,50554  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.001249
5,116.489494,192.168.0.16,49784,192.168.0.13,9020,TCP,114,[TCP Dup ACK 77030#1] 49784  >  9020 [ACK] Seq=1 Ack=4293692 Win=32683 Len=0 TS,
6,1174649.532088,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000361
7,213.170197,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12612371 Ack=1 Win=1869 Len=1388 TSval=4,
8,117.394221,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293314 Ack=1 Win=1869 Len=1388 TSval=48,
9,1132277.642434,10.42.0.13,50872,10.42.0.49,52432,TCP,54,50872  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.003104
10,1134229.853399,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.000492
11,215.389998,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1233372 Ack=1 Win=1869 Len=1388 TSval=48,
12,116.521019,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=42933062 Ack=1 Win=1869 Len=1388 TSval=4,
13,1174969.161961,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.00019
14,116.91228,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293183 Ack=1 Win=1869 Len=1388 TSval=483,
15,277.259218,192.168.0.13,9020,192.168.0.16,49793,TCP,1498,[TCP Retransmission] 9020  >  49793 [ACK] Seq=1081364 Ack=193 Win=14952 Len=1388 TSval,
16,234.074197,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=161099520 Ack=20438666417 Win=186,
17,1182534.61763,10.42.0.49,52432,10.42.0.13,50505,HTTP,135,HTTP/1.1 200 OK  (application/pairing+tlv8),0.048103
18,116.230532,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4294293 Ack=1 Win=1869 Len=1388 TSval=48,
19,1176321.874344,10.42.0.13,50869,10.42.0.49,52432,TCP,54,50540  >  52432 [ACK] Seq=163 Ack=221 Win=65535 Len=0,0.002362
20,1147121.61158,10.42.0.49,52432,10.42.0.13,50326,HTTP,274,HTTP/1.1 200 OK  (application/pairing+tlv8),0.042172
21,113225.641632,10.42.0.49,52432,10.42.0.13,50383,TCP,54,52432  >  50369 [ACK] Seq=1 Ack=163 Win=5678 Len=0,0.001012
22,28.559615,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1248289 Ack=1512677965 Win=1869 Len=1,
23,1174765.519295,10.42.0.13,5053,10.42.0.49,5353,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.000529
24,277.14377,192.168.0.16,49793,192.168.0.13,9020,TCP,114,49793  >  9020 [ACK] Seq=193 Ack=55976 Win=5228964 Len=0 TSval=366455697 T,
25,24.099427,192.168.0.16,49784,192.168.0.13,9020,TCP,114,49784  >  9020 [ACK] Seq=1512677965 Ack=7756471 Win=32681 Len=0 TSval=366,
26,210.509824,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12908835 Ack=1 Win=1869 Len=1388 TSval=4,
