No.,Time,Source,Source port,Destination,Destination port,proto,Length,Info,Date time
1,225.658163,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16095539 Ack=1 Win=1869 Len=1388 TSval=4,
2,244.059592,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16113324 Ack=26378741 Win=1869 Len=1,
3,1131882.99197,10.42.0.49,61395,99.81.71.200,443,TCP,54,61395  >  443 [ACK] Seq=25658 Ack=13455 Win=5840 Len=0,0.000429
4,240.806944,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12112796 Ack=1 Win=1869 Len=1388 TSval=4,
5,174.12141,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1657797 Ack=1 Win=1869 Len=1388 TSval=484,
6,239.899274,192.168.0.13,9020,192.168.0.16,49799,TCP,1498,[TCP Retransmission] 9020  >  49799 [ACK] Seq=798620 Ack=193 Win=14952 Len=1388 TSval=,
7,174.796993,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=556561 Ack=1 Win=1869 Len=1388 TSval=480,
8,24.896216,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=7961108 Ack=1512677965 Win=1869 Len=1,
9,1132377.55305,10.42.0.28,55988,52.212.130.239,443,TLSv1.2,123,Application Data,10.18888
10,240.823054,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12105139 Ack=1 Win=1869 Len=1388 TSval=4,
11,114.761467,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293881 Ack=1 Win=1869 Len=1388 TSval=48,
12,1176785.81537,10.42.0.13,58272,10.42.0.49,52432,TCP,54,58627  >  52432 [ACK] Seq=496 Ack=1782 Win=65535 Len=0,0.000362
13,234.006575,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=16109577 Ack=1512677965 Win=1869 Len,
14,1132230.984677,10.42.0.13,50741,10.42.0.49,52432,TCP,54,50719  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.000124
15,1147173.978263,10.42.0.49,5353,224.0.0.251,5353,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A",
16,1176961.05123,10.42.0.49,61395,99.81.71.200,443,TLSv1.2,555,Application Data,0.105145
17,201.42415,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1292588 Ack=1 Win=1869 Len=1388 TSval=482,
18,210.828459,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1291518 Ack=1 Win=1869 Len=1388 TSval=48,
19,1138323.388564,10.42.0.49,52432,10.42.0.13,50301,HTTP,274,HTTP/1.1 200 OK  (application/pairing+tlv8),0.044118
20,167.336386,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293862 Ack=1 Win=1869 Len=1388 TSval=48,
21,240.352272,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1611232492 Ack=3545007976 Win=186,
22,279.940092,192.168.0.13,9020,192.168.0.16,49793,TCP,1498,[TCP Retransmission] 9020  >  49799 [ACK] Seq=50771 Ack=193 Win=14952 Len=1388 TSval=4,
23,114901.412642,10.42.0.13,50500,10.42.0.49,52432,TCP,54,50402  >  52432 [ACK] Seq=496 Ack=1781 Win=65535 Len=0,0.002122
24,221.24377,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=160942090 Ack=1 Win=1869 Len=1388 TSval=4,
25,1158277.655028,10.42.0.49,5353,224.0.0.251,5353,MDNS,305,"Standard query response 0x0000 PTR MSS210-9f39._hap._tcp.local SRV, cache flush 0 0 52432 Meross_Smart_Plug.local TXT, cache flush A",
26,212.423458,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609423090 Ack=3545007976 Win=186,
27,240.131057,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12101521 Ack=1 Win=1869 Len=1388 TSval=4,
28,243.031312,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=161094725 Ack=26045007976 Win=186,
29,207.810593,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1225426 Ack=1 Win=1869 Len=1388 TSval=48,
30,27.856667,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=8213397 Ack=1512677965 Win=1869 Len=1,
31,253.919218,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1609535 Ack=1512677965 Win=1869 Len=,
32,1132220.416476,10.42.0.49,5353,10.42.0.13,5353,MDNS,174,"Standard query response 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question TXT",0.001282
33,1132343.744029,10.42.0.49,52432,10.42.0.13,50328,TCP,54,52432  >  50378 [ACK] Seq=1781 Ack=497 Win=5344 Len=0,0.001953
34,116.632167,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293361 Ack=1 Win=1869 Len=1388 TSval=48,
35,206.83304,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12188774 Ack=1 Win=1869 Len=1388 TSval=48,
36,114417.528899,10.42.0.13,5053,10.42.0.49,5353,MDNS,87,"Standard query 0x0000 TXT MSS210-9f39._hap._tcp.local, ""QU"" question",0.029254
37,211.883023,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=1292274 Ack=1 Win=1869 Len=1388 TSval=48,
38,256.841218,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=13095708 Ack=1 Win=1869 Len=1388 TSval=4,
39,116.933862,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=4293418 Ack=1 Win=1869 Len=1388 TSval=48,
40,240.00879,192.168.0.13,9020,192.168.0.16,49784,TCP,1498,[TCP Retransmission] 9020  >  49784 [ACK] Seq=12219521 Ack=1 Win=1869 Len=1388 TSval=48,
41,277.119248,192.168.0.13,9020,192.168.0.16,49793,TCP,1498,[TCP Retransmission] 9020  >  49793 [ACK] Seq=827439 Ack=193 Win=14952 Len=1388 TSval=,
