epoch,loss,val_loss
0,0.4623044729232788,0.20190562307834625
1,0.14887963235378265,0.10644451528787613
2,0.09097860008478165,0.07453683763742447
3,0.06710020452737808,0.059156861156225204
4,0.05485409498214722,0.050585631281137466
5,0.04763223975896835,0.04459798336029053
6,0.041997961699962616,0.0395498163998127
7,0.037020809948444366,0.034849170595407486
8,0.0335208959877491,0.032738640904426575
9,0.031895365566015244,0.03153518587350845
10,0.03090820275247097,0.0307928454130888
11,0.03015810437500477,0.030026962980628014
12,0.029586663469672203,0.029656188562512398
13,0.029124706983566284,0.029173023998737335
14,0.028713535517454147,0.028777223080396652
15,0.028330981731414795,0.02840670570731163
16,0.028058595955371857,0.028111428022384644
17,0.027788780629634857,0.02789757214486599
18,0.02754168026149273,0.02810918726027012
19,0.027297964319586754,0.027470862492918968
20,0.027170658111572266,0.027340760454535484
21,0.027004893869161606,0.027119530364871025
22,0.026814065873622894,0.02698284201323986
23,0.026725636795163155,0.02682197093963623
24,0.026611819863319397,0.027059035375714302
25,0.026615528389811516,0.026868131011724472
26,0.026485955342650414,0.02665555290877819
27,0.026395421475172043,0.026511557400226593
28,0.026329314336180687,0.026617128401994705
29,0.026402372866868973,0.02643931284546852
30,0.026241887360811234,0.026648053899407387
31,0.026242205873131752,0.026452776044607162
32,0.02615274488925934,0.026418229565024376
33,0.026111232116818428,0.026367392390966415
34,0.026107076555490494,0.026352930814027786
35,0.02604745514690876,0.02624417655169964
36,0.026063701137900352,0.026186922565102577
37,0.02600870095193386,0.026182837784290314
38,0.02598760463297367,0.026330143213272095
39,0.025967812165617943,0.02628457173705101
40,0.025931889191269875,0.02619306370615959
41,0.025897005572915077,0.026130251586437225
42,0.026013122871518135,0.026164408773183823
43,0.02588386833667755,0.026062585413455963
44,0.025834228843450546,0.026249833405017853
45,0.025843199342489243,0.026090936735272408
46,0.025832204148173332,0.02621505968272686
47,0.025792082771658897,0.02608267031610012
48,0.0257748793810606,0.026080289855599403
49,0.025926977396011353,0.026052014902234077
50,0.025733035057783127,0.025988321751356125
51,0.025767335668206215,0.025956111028790474
52,0.02574690245091915,0.025919031351804733
53,0.025795310735702515,0.026000671088695526
54,0.02573213167488575,0.025959139689803123
55,0.025732742622494698,0.026010731235146523
56,0.02573408931493759,0.025869745761156082
57,0.025695689022541046,0.025895632803440094
58,0.02570774406194687,0.025892339646816254
59,0.0257431548088789,0.026016462594270706
60,0.025657378137111664,0.025958193466067314
61,0.025686662644147873,0.025978678837418556
62,0.02566555142402649,0.025870410725474358
63,0.02564539760351181,0.025988250970840454
64,0.025642231106758118,0.025940746068954468
65,0.025637583807110786,0.02613753266632557
66,0.025616584345698357,0.025841280817985535
67,0.02561335638165474,0.025860046967864037
68,0.02562887594103813,0.025896849110722542
69,0.025588298216462135,0.025917623192071915
70,0.025597982108592987,0.025903118774294853
71,0.025609126314520836,0.025911696255207062
72,0.02559175342321396,0.02587294392287731
73,0.02564220502972603,0.025873947888612747
74,0.02554214745759964,0.025784114375710487
75,0.02558516338467598,0.026298340409994125
76,0.02568495087325573,0.025888962671160698
77,0.025525245815515518,0.025850452482700348
78,0.025552868843078613,0.02580636367201805
79,0.025516103953123093,0.02575143240392208
80,0.025490351021289825,0.025804702192544937
81,0.025507492944598198,0.025718137621879578
82,0.025523746386170387,0.025984887033700943
83,0.025511471554636955,0.025735974311828613
84,0.025532683357596397,0.025790028274059296
85,0.02548307552933693,0.025852501392364502
86,0.025501610711216927,0.02586437575519085
87,0.02551194652915001,0.025758560746908188
88,0.02545667253434658,0.02575395256280899
89,0.025486113503575325,0.025690438225865364
90,0.025416728109121323,0.02579963207244873
91,0.02548997290432453,0.02572408691048622
92,0.02545969747006893,0.025907978415489197
93,0.0254497230052948,0.025730639696121216
94,0.02543206885457039,0.025740114971995354
95,0.02544873021543026,0.025700854137539864
96,0.025400744751095772,0.025729451328516006
97,0.025433938950300217,0.02581106312572956
98,0.02541125752031803,0.025780225172638893
99,0.025456110015511513,0.02581166662275791
