epoch,loss,val_loss
0,0.4335401654243469,0.13244254887104034
1,0.10629890859127045,0.0637243315577507
2,0.06431639939546585,0.043763168156147
3,0.04998035356402397,0.03597276285290718
4,0.04322733357548714,0.029500102624297142
5,0.03757264092564583,0.023592734709382057
6,0.03277963772416115,0.01802600547671318
7,0.027837686240673065,0.01503286324441433
8,0.023376664146780968,0.009932845830917358
9,0.019491765648126602,0.008268761448562145
10,0.016334863379597664,0.006747427396476269
11,0.014124946668744087,0.006243058480322361
12,0.011765342205762863,0.005710422061383724
13,0.00987166352570057,0.006970150861889124
14,0.008663812652230263,0.005172929260879755
15,0.007870386354625225,0.005277137737721205
16,0.006922992877662182,0.0075637781992554665
17,0.006652182433754206,0.004149347543716431
18,0.005766380112618208,0.004074624739587307
19,0.004942290019243956,0.00454761041328311
20,0.0050071668811142445,0.003913258668035269
21,0.0049722460098564625,0.0039451546035707
22,0.004833996761590242,0.0036537933629006147
23,0.004483295138925314,0.0037410035729408264
24,0.004660001955926418,0.0047277361154556274
25,0.004992326721549034,0.003505147760733962
26,0.004620044492185116,0.0044340225867927074
27,0.0044585056602954865,0.0034612969029694796
28,0.004170618485659361,0.0035357994493097067
29,0.004028052557259798,0.0033747178968042135
30,0.0040270001627504826,0.004415788687765598
31,0.0043558343313634396,0.0052750930190086365
32,0.00466565228998661,0.0034623672254383564
33,0.004033262375742197,0.003339570015668869
34,0.003913063555955887,0.0034828903153538704
35,0.0039711007848382,0.003359932918101549
36,0.004200819879770279,0.0033794594928622246
37,0.004139506723731756,0.0034090327098965645
38,0.004011915531009436,0.003331327810883522
39,0.003940360154956579,0.003489179303869605
40,0.004106184933334589,0.0038435659371316433
41,0.004254806786775589,0.0031239637173712254
42,0.003876208560541272,0.0032686905469745398
43,0.0037726277951151133,0.003262255573645234
44,0.0037830171640962362,0.0034563730005174875
45,0.0037753181532025337,0.0034556726459413767
46,0.003924643620848656,0.0032159790862351656
47,0.0039124758914113045,0.0032448533456772566
48,0.0037203223910182714,0.0031658310908824205
49,0.0037541352212429047,0.0030974051915109158
50,0.0037822145968675613,0.004109530709683895
51,0.004025673493742943,0.0032650132197886705
52,0.0037534546572715044,0.003651378909125924
53,0.003604560624808073,0.005098072346299887
54,0.004106870386749506,0.0030511547811329365
55,0.0033273559529334307,0.003005074802786112
56,0.0032669035717844963,0.003138685831800103
57,0.003572880756109953,0.0034482073970139027
58,0.0039558750577270985,0.003298688679933548
59,0.003981891553848982,0.004082909785211086
60,0.004237791057676077,0.0029872050508856773
61,0.0033310544677078724,0.0033979141153395176
62,0.003202637890353799,0.0030326913110911846
63,0.003333678236231208,0.002994837937876582
64,0.00343105080537498,0.003988542594015598
65,0.003744883928447962,0.004190319683402777
66,0.0040072049014270306,0.003441384295001626
67,0.0035341812763363123,0.002919464837759733
68,0.003338269190862775,0.0031885693315416574
69,0.00350440526381135,0.0031076157465577126
70,0.003487016074359417,0.003342066425830126
71,0.003588153049349785,0.003361268900334835
72,0.0035412802826613188,0.0035169071052223444
73,0.003587755374610424,0.0030544730834662914
74,0.0035263504832983017,0.0030161540489643812
75,0.0035200798884034157,0.0032945957500487566
76,0.00355260050855577,0.0029586604796350002
77,0.003567909821867943,0.0029858779162168503
78,0.00369798531755805,0.0031565942335873842
79,0.0034970019478350878,0.004532354883849621
80,0.003677134169265628,0.0030812101904302835
81,0.003354371525347233,0.003118205117061734
82,0.003483053296804428,0.00313910492695868
83,0.003498273668810725,0.003819104516878724
84,0.003502252511680126,0.0031980895437300205
85,0.0033078668639063835,0.002995853079482913
86,0.0031519238837063313,0.003680257359519601
87,0.0035247753839939833,0.003332732478156686
88,0.003440671134740114,0.0030353814363479614
89,0.0033553140237927437,0.003330238861963153
90,0.0033624861389398575,0.00278801703825593
91,0.0032946837600320578,0.00293610873632133
92,0.003387456526979804,0.003209693357348442
93,0.0034543266519904137,0.0036004141438752413
94,0.0036915468517690897,0.003005923004820943
95,0.0033724901732057333,0.002985285595059395
96,0.003363479860126972,0.0031031244434416294
97,0.0033403104171156883,0.003027803497388959
98,0.003263437654823065,0.0030877620447427034
99,0.0032356856390833855,0.0030190262477844954
